District #,District,School #,School,Grade,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,TOTAL
01,ALACHUA,0604,PACE,10,**,**,**, , , , ,0
01,ALACHUA,0604,PACE,11, ,**, , , , ,**,0
01,ALACHUA,0411,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH,PK, ,**,**, , , , ,0
01,ALACHUA,0411,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH,9,42,21,**,**, , ,**,63
01,ALACHUA,0411,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH,10,31,21,**,**, , ,**,52
01,ALACHUA,0411,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH,11,41,18,**,**, , ,**,59
01,ALACHUA,0411,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH,12,23,14,**, , , ,**,37
01,ALACHUA,1013,RESILIENCE CHARTER SCHOOL INC,6,12,**, , , ,**,**,12
01,ALACHUA,1013,RESILIENCE CHARTER SCHOOL INC,7,11,**,**, , , ,**,11
01,ALACHUA,1013,RESILIENCE CHARTER SCHOOL INC,9,**,**,**, , , , ,0
01,ALACHUA,1013,RESILIENCE CHARTER SCHOOL INC,10,**,**,**,**, , ,**,0
01,ALACHUA,0271,SANTA FE HIGH SCHOOL,9,171,58,26,**, ,**,**,255
01,ALACHUA,0271,SANTA FE HIGH SCHOOL,10,183,61,23,**, ,**,11,278
01,ALACHUA,0271,SANTA FE HIGH SCHOOL,11,194,61,17,**, , ,13,285
01,ALACHUA,0271,SANTA FE HIGH SCHOOL,12,229,49,27,**, , ,**,305
01,ALACHUA,0991,SIATECH GAINESVILLE,9,**,**,**, , , , ,0
01,ALACHUA,0991,SIATECH GAINESVILLE,10,14,39,**, , , ,**,53
01,ALACHUA,0991,SIATECH GAINESVILLE,11,12,39,**, , , , ,51
01,ALACHUA,0991,SIATECH GAINESVILLE,12,17,53,10,**, , ,**,80
01,ALACHUA,0081,SIDNEY LANIER CENTER,KG, ,**, , , , , ,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,1,**,**, ,**, , ,**,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,2,**,**, , , , ,**,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,3, ,**, , , , ,**,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,4,**,**, , , , ,**,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,5,**,**,**, , , ,**,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,6,**,**,**, , , , ,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,7,**,**, , , , ,**,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,8,**,**,**,**, , , ,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,9,**,**,**, , , ,**,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,10,**,**,**, , , , ,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,11,**,**, ,**, , ,**,0
01,ALACHUA,0081,SIDNEY LANIER CENTER,12,28,20,**, , , ,**,48
01,ALACHUA,0041,STEPHEN FOSTER ELEMENTARY SCHL,KG,18,40,**, , , ,**,58
01,ALACHUA,0041,STEPHEN FOSTER ELEMENTARY SCHL,1,21,41,**,**, , ,**,62
01,ALACHUA,0041,STEPHEN FOSTER ELEMENTARY SCHL,2,22,38,**,**,**, ,**,60
01,ALACHUA,0041,STEPHEN FOSTER ELEMENTARY SCHL,3,34,49,10,**,**, ,**,93
01,ALACHUA,0041,STEPHEN FOSTER ELEMENTARY SCHL,4,33,36,13,**, , ,**,82
01,ALACHUA,0041,STEPHEN FOSTER ELEMENTARY SCHL,5,30,37,10,**, , ,**,77
01,ALACHUA,0955,"THE EINSTEIN SCHOOL, INC.",2,**,**, ,**, , ,**,0
01,ALACHUA,0955,"THE EINSTEIN SCHOOL, INC.",3,**,**, , , , ,**,0
01,ALACHUA,0955,"THE EINSTEIN SCHOOL, INC.",5,12, ,**,**, , ,**,12
01,ALACHUA,0955,"THE EINSTEIN SCHOOL, INC.",6,17,**,**,**, , ,**,17
01,ALACHUA,0955,"THE EINSTEIN SCHOOL, INC.",7,**,**,**, , , ,**,0
01,ALACHUA,0955,"THE EINSTEIN SCHOOL, INC.",8,**,**, , , , ,**,0
01,ALACHUA,0950,THE ONE ROOM SCHOOL HOUSE PROJECT,PK,13,12,**, ,**, ,**,25
01,ALACHUA,0950,THE ONE ROOM SCHOOL HOUSE PROJECT,KG,10,34,**, , , ,**,44
01,ALACHUA,0950,THE ONE ROOM SCHOOL HOUSE PROJECT,1,**,20,**, , , ,**,20
01,ALACHUA,0950,THE ONE ROOM SCHOOL HOUSE PROJECT,2,10,18, ,**, , ,**,28
01,ALACHUA,0950,THE ONE ROOM SCHOOL HOUSE PROJECT,3,13,19, , ,**, ,**,32
01,ALACHUA,0950,THE ONE ROOM SCHOOL HOUSE PROJECT,4,**,14,**, , , ,**,14
01,ALACHUA,0950,THE ONE ROOM SCHOOL HOUSE PROJECT,5,**,12,**, , , ,**,12
01,ALACHUA,0101,W. A. METCALFE ELEMENTARY SCHOOL,KG, ,**, , , , , ,0
01,ALACHUA,0101,W. A. METCALFE ELEMENTARY SCHOOL,1,**,54, , , , ,**,54
01,ALACHUA,0101,W. A. METCALFE ELEMENTARY SCHOOL,2,**,58, ,**, , ,**,58
01,ALACHUA,0101,W. A. METCALFE ELEMENTARY SCHOOL,3,**,66,**, ,**, ,**,66
01,ALACHUA,0101,W. A. METCALFE ELEMENTARY SCHOOL,4,**,44,**,**, , ,**,44
01,ALACHUA,0101,W. A. METCALFE ELEMENTARY SCHOOL,5,**,48,**, , , ,**,48
01,ALACHUA,0571,W. W. IRBY ELEMENTARY SCHOOL,PK,21,29,**,**,**, , ,50
01,ALACHUA,0571,W. W. IRBY ELEMENTARY SCHOOL,KG,70,30,11,**, , ,**,111
01,ALACHUA,0571,W. W. IRBY ELEMENTARY SCHOOL,1,61,59,10, , , ,**,130
01,ALACHUA,0571,W. W. IRBY ELEMENTARY SCHOOL,2,58,49,10, , , ,**,117
01,ALACHUA,0141,WESTWOOD MIDDLE SCHOOL,6,144,128,50,14,**,**,26,362
01,ALACHUA,0141,WESTWOOD MIDDLE SCHOOL,7,123,127,27,14, ,**,21,312
01,ALACHUA,0141,WESTWOOD MIDDLE SCHOOL,8,111,109,43,15,**, ,15,293
01,ALACHUA,0503,WILES HEAD START,PK,16,60,**,**, , ,**,76
01,ALACHUA,0561,WILLIAM S. TALBOT ELEM SCHOOL,PK,**,**,**,**, , ,**,0
01,ALACHUA,0561,WILLIAM S. TALBOT ELEM SCHOOL,KG,62,17,12,10, , ,**,101
01,ALACHUA,0561,WILLIAM S. TALBOT ELEM SCHOOL,1,71,26,13,**, , ,**,110
01,ALACHUA,0561,WILLIAM S. TALBOT ELEM SCHOOL,2,50,21,11,14, , ,**,96
01,ALACHUA,0561,WILLIAM S. TALBOT ELEM SCHOOL,3,62,25,11,13, , ,10,121
01,ALACHUA,0561,WILLIAM S. TALBOT ELEM SCHOOL,4,47,24,16,10, , ,**,97
01,ALACHUA,0561,WILLIAM S. TALBOT ELEM SCHOOL,5,60,16,13,**, , ,**,89
02,BAKER,0032,BAKER COUNTY MIDDLE SCHOOL,5,**, , , , , , ,0
02,BAKER,0032,BAKER COUNTY MIDDLE SCHOOL,6,340,48,**,**, , ,**,388
02,BAKER,0032,BAKER COUNTY MIDDLE SCHOOL,7,336,47,**,**, , ,14,397
02,BAKER,0032,BAKER COUNTY MIDDLE SCHOOL,8,298,39,**,**,**,**,**,337
02,BAKER,0032,BAKER COUNTY MIDDLE SCHOOL,9,**, , , , , , ,0
02,BAKER,0012,BAKER COUNTY SENIOR HIGH SCHOOL,9,286,44,**,**, ,**,**,330
02,BAKER,0012,BAKER COUNTY SENIOR HIGH SCHOOL,10,303,38,**,**, ,**,12,353
02,BAKER,0012,BAKER COUNTY SENIOR HIGH SCHOOL,11,289,49,**,**, ,**,**,338
02,BAKER,0012,BAKER COUNTY SENIOR HIGH SCHOOL,12,271,34,**,**, ,**,**,305
02,BAKER,0031,J FRANKLYN KELLER INTERMEDIATE SCHOOL,4,314,49,**,**, ,**,23,386
02,BAKER,0031,J FRANKLYN KELLER INTERMEDIATE SCHOOL,5,308,46,**,**,**, ,11,365
02,BAKER,0013,MACCLENNY ELEMENTARY SCHOOL,1,150,22,**,**, , ,**,172
02,BAKER,0013,MACCLENNY ELEMENTARY SCHOOL,2,174,23,**,**, , ,**,197
02,BAKER,0013,MACCLENNY ELEMENTARY SCHOOL,3,150,23,**,**, , ,**,173
02,BAKER,0022,PREK/KINDERGARTEN CENTER,PK,135,21,**,**, , ,**,156
02,BAKER,0022,PREK/KINDERGARTEN CENTER,KG,299,39,**, , , ,13,351
02,BAKER,0091,WESTSIDE ELEMENTARY SCHOOL,1,145,23,**,**, , ,**,168
02,BAKER,0091,WESTSIDE ELEMENTARY SCHOOL,2,161,21,**, , ,**,**,182
02,BAKER,0091,WESTSIDE ELEMENTARY SCHOOL,3,172,29,**,**,**, ,**,201
03,BAY,0491,A. CRAWFORD MOSLEY HIGH SCHOOL,9,400,60,27,11, ,**,21,519
03,BAY,0491,A. CRAWFORD MOSLEY HIGH SCHOOL,10,379,34,35,**,**,**,22,470
03,BAY,0491,A. CRAWFORD MOSLEY HIGH SCHOOL,11,313,41,27,**,**,**,19,400
03,BAY,0491,A. CRAWFORD MOSLEY HIGH SCHOOL,12,300,24,23,**,**, ,17,364
03,BAY,0701,BAY HAVEN CHARTER ACADEMY,KG,94,**,**,**, , ,**,94
03,BAY,0701,BAY HAVEN CHARTER ACADEMY,1,88,**,**,**,**, ,**,88
03,BAY,0701,BAY HAVEN CHARTER ACADEMY,2,77,**,**,**,**,**,**,77
03,BAY,0701,BAY HAVEN CHARTER ACADEMY,3,87,**,**,**,**,**,**,87
03,BAY,0701,BAY HAVEN CHARTER ACADEMY,4,100,12,**,**, , ,**,112
03,BAY,0701,BAY HAVEN CHARTER ACADEMY,5,96,13,11,**, ,**,**,120
03,BAY,0711,BAY HAVEN CHARTER MIDDLE SCHOOL,6,135,14,14,**, , ,**,163
03,BAY,0711,BAY HAVEN CHARTER MIDDLE SCHOOL,7,127,17,12,**,**,**,12,168
03,BAY,0711,BAY HAVEN CHARTER MIDDLE SCHOOL,8,126,18,**,**,**, ,**,144
03,BAY,0061,BAY HIGH SCHOOL,9,173,119,49,**,**,**,24,365
03,BAY,0061,BAY HIGH SCHOOL,10,143,85,38,**,**, ,22,288
03,BAY,0061,BAY HIGH SCHOOL,11,154,88,33,**, , ,23,298
03,BAY,0061,BAY HIGH SCHOOL,12,149,78,23,10, , ,24,284
03,BAY,0602,BAY REG.JUVENILE DETENTION CTR,5,**, , , , , , ,0
03,BAY,0602,BAY REG.JUVENILE DETENTION CTR,7,**,**, , , , , ,0
03,BAY,0602,BAY REG.JUVENILE DETENTION CTR,8,**,**, , , , , ,0
03,BAY,0602,BAY REG.JUVENILE DETENTION CTR,9,**,**, , , , , ,0
03,BAY,0602,BAY REG.JUVENILE DETENTION CTR,10,**,**,**, , , ,**,0
03,BAY,0602,BAY REG.JUVENILE DETENTION CTR,11,**, , , , , , ,0
03,BAY,7004,BAY VIRTUAL FRANCHISE,3,**, ,**, , , , ,0
03,BAY,7004,BAY VIRTUAL FRANCHISE,4,**, , , , , , ,0
03,BAY,7004,BAY VIRTUAL FRANCHISE,5,**, , , , , ,**,0
03,BAY,7004,BAY VIRTUAL FRANCHISE,6,**, , , , , , ,0
03,BAY,7004,BAY VIRTUAL FRANCHISE,7,**, ,**, , , ,**,0
03,BAY,7004,BAY VIRTUAL FRANCHISE,8,**,**,**, , , , ,0
03,BAY,7004,BAY VIRTUAL FRANCHISE,9,**, ,**, , , , ,0
03,BAY,7004,BAY VIRTUAL FRANCHISE,10,**, ,**, , , , ,0
03,BAY,7004,BAY VIRTUAL FRANCHISE,11,**, , , , , , ,0
03,BAY,7004,BAY VIRTUAL FRANCHISE,12,16, , , , , , ,16
03,BAY,7006,BAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),6,**, , , , , , ,0
03,BAY,7006,BAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),7,**, , , , , , ,0
03,BAY,7006,BAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),10,**, , , , , , ,0
03,BAY,7006,BAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),11,**, ,**, , , , ,0
03,BAY,7006,BAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),12,12, , , , , , ,12
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,KG,**, , , , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,1,**, , , , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,2,**,**, , , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,3,**, , , , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,4,**, , , , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,5,**, ,**, , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,6,**, , , , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,7,**, , , , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,8, , ,**, , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,9,**, , , , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,11,**, , , , , , ,0
03,BAY,7001,BAY VIRTUAL INSTRUCTION PROGRAM,12,**, , , , , , ,0
03,BAY,0571,BREAKFAST POINT ACADEMY,KG,99,**,**,**, , ,12,111
03,BAY,0571,BREAKFAST POINT ACADEMY,1,93,**,15,**,**, ,**,108
03,BAY,0571,BREAKFAST POINT ACADEMY,2,82,**,18,**, , ,**,100
03,BAY,0571,BREAKFAST POINT ACADEMY,3,85,**,15,**,**,**,13,113
03,BAY,0571,BREAKFAST POINT ACADEMY,4,77,**,17,**, , ,**,94
03,BAY,0571,BREAKFAST POINT ACADEMY,5,119,**,19,**, , ,**,138
03,BAY,0571,BREAKFAST POINT ACADEMY,6,94,**,12,**, ,**,**,106
03,BAY,0571,BREAKFAST POINT ACADEMY,7,79,13,**,**, , ,**,92
03,BAY,0571,BREAKFAST POINT ACADEMY,8,102,**,13,**, ,**,**,115
03,BAY,0591,C C WASHINGTON ACADEMY,6,**,**, , , , , ,0
03,BAY,0591,C C WASHINGTON ACADEMY,7,14,15,**, , , ,**,29
03,BAY,0591,C C WASHINGTON ACADEMY,8,19,13,**, , , ,**,32
03,BAY,0101,CALLAWAY ELEMENTARY SCHOOL,PK,19,**,**, , , ,**,19
03,BAY,0101,CALLAWAY ELEMENTARY SCHOOL,KG,44,12,**, , , ,11,67
03,BAY,0101,CALLAWAY ELEMENTARY SCHOOL,1,48,21,**, , ,**,10,79
03,BAY,0101,CALLAWAY ELEMENTARY SCHOOL,2,50,20,**, ,**, ,10,80
03,BAY,0101,CALLAWAY ELEMENTARY SCHOOL,3,63,24,10,**, ,**,13,110
03,BAY,0101,CALLAWAY ELEMENTARY SCHOOL,4,28,14,**,**, , ,**,42
03,BAY,0101,CALLAWAY ELEMENTARY SCHOOL,5,37,18,**, , , ,11,66
03,BAY,0091,CEDAR GROVE ELEMENTARY SCHOOL,PK,22,15,**, , , ,**,37
03,BAY,0091,CEDAR GROVE ELEMENTARY SCHOOL,KG,41,28,**, , ,**,**,69
03,BAY,0091,CEDAR GROVE ELEMENTARY SCHOOL,1,28,31,**,**,**,**,**,59
03,BAY,0091,CEDAR GROVE ELEMENTARY SCHOOL,2,25,36,**, , , ,**,61
03,BAY,0091,CEDAR GROVE ELEMENTARY SCHOOL,3,43,34,**,**, , ,**,77
03,BAY,0091,CEDAR GROVE ELEMENTARY SCHOOL,4,28,17,**, , ,**,**,45
03,BAY,0091,CEDAR GROVE ELEMENTARY SCHOOL,5,23,24,**,**, , ,10,57
03,BAY,0782,CENTRAL HIGH SCHOOL,9,22,**,**, , , ,**,22
03,BAY,0782,CENTRAL HIGH SCHOOL,10,26,10, , , ,**,**,36
03,BAY,0782,CENTRAL HIGH SCHOOL,11,31,**,**,**, , ,**,31
03,BAY,0782,CENTRAL HIGH SCHOOL,12,21,**,**,**, , , ,21
03,BAY,0781,CHAUTAUQUA CHARTER SCHOOL,12,35,11, ,**, , ,**,46
03,BAY,0541,DEANE BOZEMAN SCHOOL,PK,34, , , , , ,**,34
03,BAY,0541,DEANE BOZEMAN SCHOOL,KG,52, ,**, ,**, ,**,52
03,BAY,0541,DEANE BOZEMAN SCHOOL,1,55, ,**, ,**, , ,55
03,BAY,0541,DEANE BOZEMAN SCHOOL,2,49,**,**, , , ,**,49
03,BAY,0541,DEANE BOZEMAN SCHOOL,3,53, ,**, , , ,**,53
03,BAY,0541,DEANE BOZEMAN SCHOOL,4,49, ,**, , ,**, ,49
03,BAY,0541,DEANE BOZEMAN SCHOOL,5,57, ,**, , ,**,**,57
03,BAY,0541,DEANE BOZEMAN SCHOOL,6,101, ,**,**, ,**,**,101
03,BAY,0541,DEANE BOZEMAN SCHOOL,7,100,**,**, ,**, ,**,100
03,BAY,0541,DEANE BOZEMAN SCHOOL,8,120,**,**, , ,**,**,120
03,BAY,0541,DEANE BOZEMAN SCHOOL,9,137,**,**, , ,**,**,137
03,BAY,0541,DEANE BOZEMAN SCHOOL,10,134,**,**, , , ,**,134
03,BAY,0541,DEANE BOZEMAN SCHOOL,11,108,**,**, , ,**,**,108
03,BAY,0541,DEANE BOZEMAN SCHOOL,12,107,**,**, , ,**, ,107
03,BAY,0461,DEER POINT ELEMENTARY SCHOOL,PK,56,**,**,**, , ,**,56
03,BAY,0461,DEER POINT ELEMENTARY SCHOOL,KG,102,**,**,**, ,**,**,102
03,BAY,0461,DEER POINT ELEMENTARY SCHOOL,1,100,**,**,**, , ,**,100
03,BAY,0461,DEER POINT ELEMENTARY SCHOOL,2,117,**,**,**,**, ,**,117
03,BAY,0461,DEER POINT ELEMENTARY SCHOOL,3,94,13,**,**, , ,**,107
03,BAY,0461,DEER POINT ELEMENTARY SCHOOL,4,96,**,**, , ,**,10,106
03,BAY,0461,DEER POINT ELEMENTARY SCHOOL,5,90,**,**, , , ,**,90
03,BAY,0141,EVERITT MIDDLE SCHOOL,6,124,72,26,**,**,**,20,242
03,BAY,0141,EVERITT MIDDLE SCHOOL,7,99,94,24,16, ,**,21,254
03,BAY,0141,EVERITT MIDDLE SCHOOL,8,76,58,14,**,**,**,18,166
03,BAY,9002,EXCEPTIONAL STUDENT EDUCATION,PK, ,**, , , , , ,0
03,BAY,0151,HILAND PARK ELEMENTARY SCHOOL,PK,38,**,**,**, , ,**,38
03,BAY,0151,HILAND PARK ELEMENTARY SCHOOL,KG,76,38,**,**, , ,14,128
03,BAY,0151,HILAND PARK ELEMENTARY SCHOOL,1,52,35,**,**,**, ,**,87
03,BAY,0151,HILAND PARK ELEMENTARY SCHOOL,2,74,37,**,**, , ,11,122
03,BAY,0151,HILAND PARK ELEMENTARY SCHOOL,3,59,34,**,**, , ,12,105
03,BAY,0151,HILAND PARK ELEMENTARY SCHOOL,4,58,31,10,**, , ,**,99
03,BAY,0151,HILAND PARK ELEMENTARY SCHOOL,5,69,34,**,**, , ,**,103
03,BAY,0081,HUTCHISON BEACH ELEMENTARY SCHOOL,KG,86,**,16,**, ,**,10,112
03,BAY,0081,HUTCHISON BEACH ELEMENTARY SCHOOL,1,56,**,12,**, , ,**,68
03,BAY,0081,HUTCHISON BEACH ELEMENTARY SCHOOL,2,68,**,12,**, ,**,**,80
03,BAY,0081,HUTCHISON BEACH ELEMENTARY SCHOOL,3,64,10,11,**, ,**,**,85
03,BAY,0081,HUTCHISON BEACH ELEMENTARY SCHOOL,4,67,**,14,**, , ,**,81
03,BAY,0081,HUTCHISON BEACH ELEMENTARY SCHOOL,5,56,**,18,**, ,**,**,74
03,BAY,0551,J.R. ARNOLD HIGH SCHOOL,PK,97,**,15,**, , ,16,128
03,BAY,0551,J.R. ARNOLD HIGH SCHOOL,9,342,22,33,**,**,**,25,422
03,BAY,0551,J.R. ARNOLD HIGH SCHOOL,10,375,22,24,11, ,**,17,449
03,BAY,0551,J.R. ARNOLD HIGH SCHOOL,11,315,22,24,**,**,**,21,382
03,BAY,0551,J.R. ARNOLD HIGH SCHOOL,12,279,12,24,13, ,**,11,339
03,BAY,0161,JINKS MIDDLE SCHOOL,6,68,70,27,**,**,**,13,178
03,BAY,0161,JINKS MIDDLE SCHOOL,7,74,76,31,**,**, ,18,199
03,BAY,0161,JINKS MIDDLE SCHOOL,8,67,50,27,**,**,**,15,159
03,BAY,0131,LUCILLE MOORE ELEMENTARY SCHL,PK,19,**,12, , , ,**,31
03,BAY,0131,LUCILLE MOORE ELEMENTARY SCHL,KG,35,21,25,**, , ,**,81
03,BAY,0131,LUCILLE MOORE ELEMENTARY SCHL,1,24,22,22,**, , ,16,84
03,BAY,0131,LUCILLE MOORE ELEMENTARY SCHL,2,27,33,25,**, , ,**,85
03,BAY,0131,LUCILLE MOORE ELEMENTARY SCHL,3,34,25,30, , , ,**,89
03,BAY,0131,LUCILLE MOORE ELEMENTARY SCHL,4,27,10,20, , , ,**,57
03,BAY,0131,LUCILLE MOORE ELEMENTARY SCHL,5,32,23,12, , , ,**,67
03,BAY,0171,LYNN HAVEN ELEMENTARY SCHOOL,PK,42,**,**,**, , , ,42
03,BAY,0171,LYNN HAVEN ELEMENTARY SCHOOL,KG,98,**,**,**,**, ,**,98
03,BAY,0171,LYNN HAVEN ELEMENTARY SCHOOL,1,93,12,**,**, , ,**,105
03,BAY,0171,LYNN HAVEN ELEMENTARY SCHOOL,2,86,13,**,**,**,**,**,99
03,BAY,0171,LYNN HAVEN ELEMENTARY SCHOOL,3,81,13,**,**,**, ,**,94
03,BAY,0171,LYNN HAVEN ELEMENTARY SCHOOL,4,88,16,**,**, , ,**,104
03,BAY,0171,LYNN HAVEN ELEMENTARY SCHOOL,5,90,16,**,**, , ,**,106
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,PK,13,**, , , , ,**,13
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,KG,**,**, , , , ,**,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,1,**,**, , , , , ,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,2,**,**,**, ,**, ,**,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,3,**, , , , , , ,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,4,10,**,**, , , ,**,10
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,5,**, , , , , , ,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,6,**, , , , , ,**,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,7,**, , , , , ,**,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,8,**,**,**,**, , ,**,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,9,**, , ,**, , ,**,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,10,**,**,**, , , ,**,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,11,**,**, , , , ,**,0
03,BAY,0281,MARGARET K. LEWIS IN MILLVILLE,12,24,**,**, , , ,**,24
03,BAY,0111,MERRIAM CHERRY STREET ELEM.,PK,17,**, , , , ,**,17
03,BAY,0111,MERRIAM CHERRY STREET ELEM.,KG,32,16,**, , ,**,**,48
03,BAY,0111,MERRIAM CHERRY STREET ELEM.,1,24,18,**,**, ,**,**,42
03,BAY,0111,MERRIAM CHERRY STREET ELEM.,2,20,20,**,**, ,**,**,40
03,BAY,0111,MERRIAM CHERRY STREET ELEM.,3,28,22,**, , , ,**,50
03,BAY,0111,MERRIAM CHERRY STREET ELEM.,4,28,20,**, , , ,**,48
03,BAY,0111,MERRIAM CHERRY STREET ELEM.,5,32,29,**,**, , ,**,61
03,BAY,0071,MERRITT BROWN MIDDLE SCHOOL,6,218,14,10,**,**,**,13,255
03,BAY,0071,MERRITT BROWN MIDDLE SCHOOL,7,201,13,**,**,**, ,15,229
03,BAY,0071,MERRITT BROWN MIDDLE SCHOOL,8,167,20,**,**,**, ,19,206
03,BAY,0331,MOWAT MIDDLE SCHOOL,6,241,82,17,**, ,**,28,368
03,BAY,0331,MOWAT MIDDLE SCHOOL,7,219,66,15,**, ,**,19,319
03,BAY,0331,MOWAT MIDDLE SCHOOL,8,236,49,19,12, ,**,19,335
03,BAY,0531,NEW HORIZONS LEARNING CENTER,6,18,10, , , , ,**,28
03,BAY,0531,NEW HORIZONS LEARNING CENTER,7,16,**,**, , , ,**,16
03,BAY,0531,NEW HORIZONS LEARNING CENTER,8,**,10, , , , ,**,10
03,BAY,0531,NEW HORIZONS LEARNING CENTER,9,19,**, , , , , ,19
03,BAY,0531,NEW HORIZONS LEARNING CENTER,10,13,**,**, , , , ,13
03,BAY,0531,NEW HORIZONS LEARNING CENTER,11,**,**, , , , , ,0
03,BAY,0531,NEW HORIZONS LEARNING CENTER,12,16,**,**, , , ,**,16
03,BAY,0741,NORTH BAY HAVEN CAREER ACADEMY,9,159,22,**,**, ,**,15,196
03,BAY,0741,NORTH BAY HAVEN CAREER ACADEMY,10,146,20,**,**, ,**,15,181
03,BAY,0741,NORTH BAY HAVEN CAREER ACADEMY,11,139,14,**,**, , ,**,153
03,BAY,0741,NORTH BAY HAVEN CAREER ACADEMY,12,120,**,**,**, ,**,**,120
03,BAY,0751,NORTH BAY HAVEN CHARTER ACADEMY ELEM SCHOOL,KG,75,18,**,**,**, ,**,93
03,BAY,0751,NORTH BAY HAVEN CHARTER ACADEMY ELEM SCHOOL,1,72,10,**,**,**, ,14,96
03,BAY,0751,NORTH BAY HAVEN CHARTER ACADEMY ELEM SCHOOL,2,81,12,**,**,**, ,**,93
03,BAY,0751,NORTH BAY HAVEN CHARTER ACADEMY ELEM SCHOOL,3,79,14,**,**, ,**,**,93
03,BAY,0751,NORTH BAY HAVEN CHARTER ACADEMY ELEM SCHOOL,4,96,16,10,**, , ,**,122
03,BAY,0751,NORTH BAY HAVEN CHARTER ACADEMY ELEM SCHOOL,5,101,11,**,**,**, ,**,112
03,BAY,0731,NORTH BAY HAVEN CHARTER ACADEMY MIDDLE SCHOOL,6,122,17,15,**, ,**,**,154
03,BAY,0731,NORTH BAY HAVEN CHARTER ACADEMY MIDDLE SCHOOL,7,114,17,18,**, ,**,15,164
03,BAY,0731,NORTH BAY HAVEN CHARTER ACADEMY MIDDLE SCHOOL,8,132,11,20,**, , ,**,163
03,BAY,0471,NORTHSIDE ELEMENTARY SCHOOL,PK,34,**,**,**, , ,**,34
03,BAY,0471,NORTHSIDE ELEMENTARY SCHOOL,KG,55,22,**, , , ,**,77
03,BAY,0471,NORTHSIDE ELEMENTARY SCHOOL,1,63,13,14, , ,**,11,101
03,BAY,0471,NORTHSIDE ELEMENTARY SCHOOL,2,71,14,21,**, ,**,12,118
03,BAY,0471,NORTHSIDE ELEMENTARY SCHOOL,3,69,33,10,**, , ,**,112
03,BAY,0471,NORTHSIDE ELEMENTARY SCHOOL,4,68,11,15,**, ,**,**,94
03,BAY,0471,NORTHSIDE ELEMENTARY SCHOOL,5,65,28,13, , , ,11,117
03,BAY,0191,OAKLAND TERRACE SCHL FOR VIS,PK,12,**,**, , , ,**,12
03,BAY,0191,OAKLAND TERRACE SCHL FOR VIS,KG,23,21,12, , , ,**,56
03,BAY,0191,OAKLAND TERRACE SCHL FOR VIS,1,22,17,10, , , ,**,49
