"District..","School..","District.x","School","BlackEnrollment","WhiteEnrollment","HispanicEnrollment","TotalEnrollment","PercentBlack","PercentWhite","District.Name","Discipline.School.Name","BlackStudentsPunished","WhiteStudentsPunished","HispanicStudentsPunished","TotalPunished","BlackStudentsPercentOfPunished","District.y","School.Name","White","Black.or.African.American","Hispanic.Latino","Asian","American.Indian.or.Alaska.Native","Native.Hawaiian.or.Other.Pacific.Islander","Two.or.More.Races","TotalTeachers","PercentWhiteTeachers","PercentOfBlackStudentsPunished","PercentOfWhiteStudentsPunished","PercentOfNonBlackStudentsPunished","PunishmentDisparityBlackVsWhite","PunishmentDisparityBlackVsNonBlack","PunishmentDisproportion","TeacherStudentRatio"
50,1971,"PALM BEACH","WATSON B. DUNCAN MIDDLE SCHOOL",185,684,238,1227,0.150774246128769,0.557457212713936,"PALM BEACH","WATSON B. DUNCAN MIDDLE SCHOOL",70,56,29,167,0.419161676646707,"PALM BEACH","WATSON B. DUNCAN MIDDLE SCHOOL",63,5,5,1,0,0,0,74,0.851351351351351,0.378378378378378,0.0818713450292398,0.136104319478403,0.296507033349139,0.242274058899976,-0.268387430517937,0.0603096984515077
50,1981,"PALM BEACH","BEAR LAKES MIDDLE SCHOOL",508,25,121,654,0.776758409785933,0.0382262996941896,"PALM BEACH","BEAR LAKES MIDDLE SCHOOL",104,6,9,123,0.845528455284553,"PALM BEACH","BEAR LAKES MIDDLE SCHOOL",8,34,1,2,0,0,1,46,0.173913043478261,0.204724409448819,0.24,0.188073394495413,-0.0352755905511811,0.016651014953406,-0.0687700454986202,0.0703363914373089
50,1991,"PALM BEACH","OMNI MIDDLE SCHOOL",65,770,399,1347,0.0482553823311062,0.571640682999258,"PALM BEACH","OMNI MIDDLE SCHOOL",16,44,36,103,0.155339805825243,"PALM BEACH","OMNI MIDDLE SCHOOL",63,5,5,2,0,0,1,76,0.828947368421053,0.246153846153846,0.0571428571428571,0.0764662212323682,0.189010989010989,0.169687624921478,-0.107084423494137,0.0564216778025241
50,2001,"PALM BEACH","PARK VISTA COMMUNITY HIGH SCHOOL",381,1734,715,3035,0.125535420098847,0.571334431630972,"PALM BEACH","PARK VISTA COMMUNITY HIGH SCHOOL",74,198,90,379,0.195250659630607,"PALM BEACH","PARK VISTA COMMUNITY HIGH SCHOOL",136,7,18,3,0,0,0,164,0.829268292682927,0.194225721784777,0.114186851211073,0.124876441515651,0.0800388705737042,0.0693492802691262,-0.0697152395317601,0.0540362438220758
50,201,"PALM BEACH","JOHN F. KENNEDY MIDDLE SCHOOL",610,30,127,767,0.795306388526728,0.0391134289439374,"PALM BEACH","JOHN F. KENNEDY MIDDLE SCHOOL",150,1,10,164,0.914634146341463,"PALM BEACH","JOHN F. KENNEDY MIDDLE SCHOOL",9,35,1,0,0,0,1,46,0.195652173913043,0.245901639344262,0.0333333333333333,0.213820078226858,0.212568306010929,0.0320815611174044,-0.119327757814736,0.059973924380704
50,2011,"PALM BEACH","TIMBER TRACE ELEMENTARY SCHOOL",58,497,179,808,0.0717821782178218,0.61509900990099,"PALM BEACH","TIMBER TRACE ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","TIMBER TRACE ELEMENTARY SCHOOL",55,2,4,0,0,0,0,61,0.901639344262295,0,0,0,0,0,NA,0.0754950495049505
50,2031,"PALM BEACH","LIMESTONE CREEK ELEM. SCHOOL",53,688,111,863,0.0614136732329085,0.797219003476246,"PALM BEACH","LIMESTONE CREEK ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","LIMESTONE CREEK ELEMENTARY SCHOOL",61,0,1,0,0,0,0,62,0.983870967741935,0,0,0,0,0,NA,0.0718424101969873
50,2041,"PALM BEACH","CARVER MIDDLE SCHOOL",595,50,120,765,0.777777777777778,0.065359477124183,"PALM BEACH","CARVER MIDDLE SCHOOL",220,6,8,237,0.928270042194093,"PALM BEACH","CARVER MIDDLE SCHOOL",11,37,2,2,0,0,0,52,0.211538461538462,0.369747899159664,0.12,0.309803921568627,0.249747899159664,0.0599439775910364,-0.150492264416315,0.0679738562091503
50,2051,"PALM BEACH","NEW HORIZONS ELEMENTARY SCHOOL",78,174,350,602,0.129568106312292,0.289036544850498,"PALM BEACH","NEW HORIZONS ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","NEW HORIZONS ELEMENTARY SCHOOL",27,5,16,0,0,0,1,49,0.551020408163265,0,0,0,0,0,NA,0.0813953488372093
50,2071,"PALM BEACH","CITRUS COVE ELEMENTARY SCHOOL",223,327,313,915,0.243715846994536,0.357377049180328,"PALM BEACH","CITRUS COVE ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","CITRUS COVE ELEMENTARY SCHOOL",54,5,6,1,0,0,1,67,0.805970149253731,0,0,0,0,0,NA,0.073224043715847
50,2081,"PALM BEACH","HAMMOCK POINTE ELEMENTARY SCHOOL",99,517,189,840,0.117857142857143,0.615476190476191,"PALM BEACH","HAMMOCK POINTE ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","HAMMOCK POINTE ELEMENTARY SCHOOL",52,4,5,0,0,0,1,62,0.838709677419355,0,0,0,0,0,NA,0.0738095238095238
50,21,"PALM BEACH","L C SWAIN MIDDLE SCHOOL",269,80,822,1206,0.223051409618574,0.066334991708126,"PALM BEACH","L C SWAIN MIDDLE SCHOOL",81,23,213,326,0.248466257668712,"PALM BEACH","L C SWAIN MIDDLE SCHOOL",33,30,8,3,0,0,0,74,0.445945945945946,0.301115241635688,0.2875,0.270315091210614,0.0136152416356878,0.0308001504250742,-0.0254148480501379,0.0613598673300166
50,2101,"PALM BEACH","EGRET LAKE ELEMENTARY SCHOOL",378,12,176,566,0.667844522968198,0.0212014134275618,"PALM BEACH","EGRET LAKE ELEMENTARY SCHOOL",32,1,5,41,0.780487804878049,"PALM BEACH","EGRET LAKE ELEMENTARY SCHOOL",31,12,4,0,0,0,0,47,0.659574468085106,0.0846560846560847,0.0833333333333333,0.0724381625441696,0.00132275132275132,0.012217922111915,-0.112643281909851,0.0830388692579505
50,2121,"PALM BEACH","CRYSTAL LAKES ELEMENTARY SCHL",99,380,147,636,0.155660377358491,0.59748427672956,"PALM BEACH","CRYSTAL LAKES ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","CRYSTAL LAKES ELEMENTARY SCHOOL",41,2,3,0,0,0,0,46,0.891304347826087,0,0,0,0,0,NA,0.0723270440251572
50,2131,"PALM BEACH","LAKE WORTH COMMUNITY MIDDLE",278,55,626,1019,0.272816486751717,0.0539744847890088,"PALM BEACH","LAKE WORTH COMMUNITY MIDDLE",86,13,159,274,0.313868613138686,"PALM BEACH","LAKE WORTH COMMUNITY MIDDLE",28,17,15,0,0,0,1,61,0.459016393442623,0.309352517985612,0.236363636363636,0.268891069676153,0.0729888816219752,0.0404614483094584,-0.0410521263869688,0.0598626104023552
50,2141,"PALM BEACH","ACREAGE PINES ELEMENTARY SCHOOL",24,264,145,433,0.0554272517321016,0.609699769053118,"PALM BEACH","ACREAGE PINES ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","ACREAGE PINES ELEMENTARY SCHOOL",31,2,3,0,0,0,0,36,0.861111111111111,0,0,0,0,0,NA,0.0831408775981524
50,2151,"PALM BEACH","OKEEHEELEE MIDDLE SCHOOL",225,122,1024,1392,0.161637931034483,0.0876436781609195,"PALM BEACH","OKEEHEELEE MIDDLE SCHOOL",80,27,162,277,0.288808664259928,"PALM BEACH","OKEEHEELEE MIDDLE SCHOOL",40,11,28,3,0,0,0,82,0.48780487804878,0.355555555555556,0.221311475409836,0.198994252873563,0.13424408014572,0.156561302681992,-0.127170733225445,0.0589080459770115
50,2161,"PALM BEACH","PANTHER RUN ELEMENTARY SCHOOL",23,476,175,694,0.0331412103746398,0.685878962536023,"PALM BEACH","PANTHER RUN ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","PANTHER RUN ELEMENTARY SCHOOL",45,2,6,0,0,0,1,54,0.833333333333333,0,0,0,0,0,NA,0.0778097982708934
50,2181,"PALM BEACH","OLYMPIC HEIGHTS COMMUNITY HIGH",257,980,671,2019,0.127290737989104,0.485388806339772,"PALM BEACH","OLYMPIC HEIGHTS COMMUNITY HIGH",90,179,132,427,0.210772833723653,"PALM BEACH","OLYMPIC HEIGHTS COMMUNITY HIGH",90,9,13,3,0,0,1,116,0.775862068965517,0.350194552529183,0.18265306122449,0.211490837048044,0.167541491304693,0.138703715481139,-0.0834820957345499,0.0574541852402179
50,2191,"PALM BEACH","WELLINGTON HIGH SCHOOL",339,1201,827,2515,0.134791252485089,0.477534791252485,"PALM BEACH","WELLINGTON HIGH SCHOOL",92,99,121,326,0.282208588957055,"PALM BEACH","WELLINGTON HIGH SCHOOL",100,12,14,1,2,0,3,132,0.757575757575758,0.271386430678466,0.0824313072439634,0.12962226640159,0.188955123434503,0.141764164276876,-0.147417336471966,0.0524850894632207
50,2201,"PALM BEACH","WILLIAM T. DWYER HIGH SCHOOL",711,1089,284,2215,0.320993227990971,0.491647855530474,"PALM BEACH","WILLIAM T. DWYER HIGH SCHOOL",227,60,20,319,0.711598746081505,"PALM BEACH","WILLIAM T. DWYER HIGH SCHOOL",105,12,5,0,0,0,1,123,0.853658536585366,0.319268635724332,0.0550964187327824,0.144018058690745,0.26417221699155,0.175250577033587,-0.390605518090534,0.0555304740406321
50,2241,"PALM BEACH","MANATEE ELEMENTARY SCHOOL",127,719,295,1238,0.102584814216478,0.580775444264943,"PALM BEACH","MANATEE ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","MANATEE ELEMENTARY SCHOOL",69,4,12,2,0,0,0,87,0.793103448275862,0,0,0,0,0,NA,0.0702746365105008
50,2331,"PALM BEACH","ROYAL PALM BEACH HIGH SCHOOL",899,391,727,2161,0.416011105969459,0.180934752429431,"PALM BEACH","ROYAL PALM BEACH HIGH SCHOOL",93,15,41,150,0.62,"PALM BEACH","ROYAL PALM BEACH HIGH SCHOOL",77,21,15,4,0,0,2,119,0.647058823529412,0.103448275862069,0.0383631713554987,0.0694123091161499,0.0650851045065702,0.034035966745919,-0.203988894030541,0.0550670985654789
50,2351,"PALM BEACH","ORCHARD VIEW ELEMENTARY SCHOOL",341,37,155,533,0.639774859287054,0.0694183864915572,"PALM BEACH","ORCHARD VIEW ELEMENTARY SCHOOL",15,2,1,18,0.833333333333333,"PALM BEACH","ORCHARD VIEW ELEMENTARY SCHOOL",34,4,4,0,0,0,1,43,0.790697674418605,0.0439882697947214,0.0540540540540541,0.0337711069418387,-0.0100657842593326,0.0102171628528828,-0.193558474046279,0.0806754221388368
50,2361,"PALM BEACH","BOYNTON BEACH COMMUNITY HIGH",1150,172,346,1680,0.68452380952381,0.102380952380952,"PALM BEACH","BOYNTON BEACH COMMUNITY HIGH",433,18,63,530,0.816981132075472,"PALM BEACH","BOYNTON BEACH COMMUNITY HIGH",58,30,11,2,0,0,3,104,0.557692307692308,0.376521739130435,0.104651162790698,0.31547619047619,0.271870576339737,0.0610455486542443,-0.132457322551662,0.0619047619047619
50,2421,"PALM BEACH","GOLDEN GROVE ELEMENTARY SCHOOL",39,303,186,528,0.0738636363636364,0.573863636363636,"PALM BEACH","GOLDEN GROVE ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","GOLDEN GROVE ELEMENTARY SCHOOL",30,2,3,0,0,0,0,35,0.857142857142857,0,0,0,0,0,NA,0.0662878787878788
50,2451,"PALM BEACH","WESTERN PINES COMMUNITY MIDDLE",152,530,331,1111,0.136813681368137,0.477047704770477,"PALM BEACH","WESTERN PINES COMMUNITY MIDDLE",23,65,42,139,0.165467625899281,"PALM BEACH","WESTERN PINES COMMUNITY MIDDLE",50,2,3,1,1,0,0,57,0.87719298245614,0.151315789473684,0.122641509433962,0.125112511251125,0.0286742800397219,0.0262032782225591,-0.0286539445311438,0.0513051305130513
50,2461,"PALM BEACH","EAGLES LANDING MIDDLE SCHOOL",101,758,458,1390,0.0726618705035971,0.545323741007194,"PALM BEACH","EAGLES LANDING MIDDLE SCHOOL",7,56,46,114,0.0614035087719298,"PALM BEACH","EAGLES LANDING MIDDLE SCHOOL",69,6,9,0,0,0,1,85,0.811764705882353,0.0693069306930693,0.0738786279683377,0.0820143884892086,-0.00457169727526842,-0.0127074577961393,0.0112583617316673,0.0611510791366906
50,2511,"PALM BEACH","BAK MIDDLE SCHOOL OF THE ARTS",166,734,270,1365,0.121611721611722,0.537728937728938,"PALM BEACH","BAK MIDDLE SCHOOL OF THE ARTS",5,15,3,24,0.208333333333333,"PALM BEACH","BAK MIDDLE SCHOOL OF THE ARTS",59,7,8,2,0,0,0,76,0.776315789473684,0.0301204819277108,0.0204359673024523,0.0175824175824176,0.00968451462525853,0.0125380643452933,-0.0867216117216117,0.0556776556776557
50,2551,"PALM BEACH","FRONTIER ELEMENTARY SCHOOL",27,365,157,549,0.0491803278688525,0.664845173041894,"PALM BEACH","FRONTIER ELEMENTARY SCHOOL",2,7,1,10,0.2,"PALM BEACH","FRONTIER ELEMENTARY SCHOOL",32,3,6,0,0,0,1,42,0.761904761904762,0.0740740740740741,0.0191780821917808,0.0182149362477231,0.0548959918822932,0.0558591378263509,-0.150819672131148,0.0765027322404372
50,2561,"PALM BEACH","BINKS FOREST ELEMENTARY SCHOOL",47,606,264,977,0.0481064483111566,0.620266120777891,"PALM BEACH","BINKS FOREST ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","BINKS FOREST ELEMENTARY SCHOOL",60,0,6,0,0,0,0,66,0.909090909090909,0,0,0,0,0,NA,0.067553735926305
50,2571,"PALM BEACH","HERITAGE ELEMENTARY SCHOOL",127,76,596,799,0.158948685857322,0.0951188986232791,"PALM BEACH","HERITAGE ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","HERITAGE ELEMENTARY SCHOOL",46,6,6,2,0,0,1,61,0.754098360655738,0,0,0,0,0,NA,0.0763454317897372
50,2581,"PALM BEACH","CORAL REEF ELEMENTARY SCHOOL",53,549,272,885,0.0598870056497175,0.620338983050847,"PALM BEACH","CORAL REEF ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","CORAL REEF ELEMENTARY SCHOOL",51,3,6,1,1,0,2,64,0.796875,0,0,0,0,0,NA,0.072316384180791
50,2601,"PALM BEACH","ODYSSEY MIDDLE SCHOOL",502,73,128,703,0.714082503556188,0.103840682788051,"PALM BEACH","ODYSSEY MIDDLE SCHOOL",190,10,25,231,0.822510822510823,"PALM BEACH","ODYSSEY MIDDLE SCHOOL",28,14,1,0,0,0,0,43,0.651162790697674,0.378486055776892,0.136986301369863,0.328591749644381,0.241499754407029,0.0498943061325112,-0.108428318954635,0.0611664295874822
50,2611,"PALM BEACH","POLO PARK MIDDLE SCHOOL",136,375,253,802,0.169576059850374,0.467581047381546,"PALM BEACH","POLO PARK MIDDLE SCHOOL",40,45,62,157,0.254777070063694,"PALM BEACH","POLO PARK MIDDLE SCHOOL",38,6,3,0,0,1,0,48,0.791666666666667,0.294117647058824,0.12,0.195760598503741,0.174117647058824,0.0983570485550829,-0.0852010102133202,0.0598503740648379
50,2621,"PALM BEACH","INDEPENDENCE MIDDLE SCHOOL",52,944,310,1420,0.0366197183098592,0.664788732394366,"PALM BEACH","INDEPENDENCE MIDDLE SCHOOL",14,100,48,176,0.0795454545454545,"PALM BEACH","INDEPENDENCE MIDDLE SCHOOL",68,1,2,1,0,0,1,73,0.931506849315068,0.269230769230769,0.105932203389831,0.123943661971831,0.163298565840939,0.145287107258938,-0.0429257362355954,0.0514084507042254
50,2631,"PALM BEACH","PALM BEACH CENTRAL HIGH SCHOOL",587,1075,1064,2949,0.199050525601899,0.364530349270939,"PALM BEACH","PALM BEACH CENTRAL HIGH SCHOOL",69,37,64,184,0.375,"PALM BEACH","PALM BEACH CENTRAL HIGH SCHOOL",116,17,18,2,0,0,1,154,0.753246753246753,0.117546848381601,0.0344186046511628,0.0623940318752119,0.0831282437304386,0.0551528165063894,-0.175949474398101,0.0522210918955578
50,2671,"PALM BEACH","FREEDOM SHORES ELEMENTARY SCHOOL",284,209,365,858,0.331002331002331,0.243589743589744,"PALM BEACH","FREEDOM SHORES ELEMENTARY SCHOOL",31,3,8,44,0.704545454545455,"PALM BEACH","FREEDOM SHORES ELEMENTARY SCHOOL",43,3,18,0,0,0,1,65,0.661538461538462,0.109154929577465,0.0143540669856459,0.0512820512820513,0.0948008625918188,0.0578728782954135,-0.373543123543124,0.0757575757575758
50,2701,"PALM BEACH","JEAGA MIDDLE SCHOOL",539,41,389,969,0.5562435500516,0.0423116615067079,"PALM BEACH","JEAGA MIDDLE SCHOOL",253,11,87,360,0.702777777777778,"PALM BEACH","JEAGA MIDDLE SCHOOL",19,27,3,2,0,0,2,53,0.358490566037736,0.469387755102041,0.268292682926829,0.371517027863777,0.201095072175212,0.0978707272382637,-0.146534227726178,0.0546955624355005
50,2711,"PALM BEACH","DON ESTRIDGE HIGH TECH MIDDLE",217,634,251,1267,0.171270718232044,0.500394632991318,"PALM BEACH","DON ESTRIDGE HIGH TECH MIDDLE SCHOOL",35,24,16,79,0.443037974683544,"PALM BEACH","DON ESTRIDGE HIGH TECH MIDDLE SCHOOL",57,6,4,0,2,0,0,69,0.826086956521739,0.161290322580645,0.0378548895899054,0.0623520126282557,0.12343543299074,0.0989383099523894,-0.2717672564515,0.0544593528018942
50,2721,"PALM BEACH","DISCOVERY KEY ELEMENTARY SCHL",39,442,251,755,0.0516556291390728,0.585430463576159,"PALM BEACH","DISCOVERY KEY ELEMENTARY SCHOOL",2,14,4,22,0.0909090909090909,"PALM BEACH","DISCOVERY KEY ELEMENTARY SCHOOL",51,3,1,1,0,0,0,56,0.910714285714286,0.0512820512820513,0.0316742081447964,0.0291390728476821,0.0196078431372549,0.0221429784343692,-0.0392534617700181,0.0741721854304636
50,2731,"PALM BEACH","CROSSPOINTE ELEMENTARY SCHOOL",506,55,72,644,0.785714285714286,0.0854037267080745,"PALM BEACH","CROSSPOINTE ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","CROSSPOINTE ELEMENTARY SCHOOL",30,12,3,0,0,0,2,47,0.638297872340426,0,0,0,0,0,NA,0.0729813664596273
50,2741,"PALM BEACH","ROYAL PALM BEACH ELEMENTARY SCHOOL",138,247,168,575,0.24,0.429565217391304,"PALM BEACH","ROYAL PALM BEACH ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","ROYAL PALM BEACH ELEMENTARY SCHOOL",38,3,3,0,0,0,0,44,0.863636363636364,0,0,0,0,0,NA,0.0765217391304348
50,2751,"PALM BEACH","BENOIST FARMS ELEMENTARY SCHL",304,10,158,472,0.644067796610169,0.0211864406779661,"PALM BEACH","BENOIST FARMS ELEMENTARY SCHOOL",7,0,7,14,0.5,"PALM BEACH","BENOIST FARMS ELEMENTARY SCHOOL",23,5,5,1,0,0,2,36,0.638888888888889,0.0230263157894737,0,0.0296610169491525,0.0230263157894737,-0.00663470115967886,0.144067796610169,0.076271186440678
50,2761,"PALM BEACH","CHOLEE LAKE ELEMENTARY SCHOOL",148,46,872,1078,0.137291280148423,0.0426716141001855,"PALM BEACH","CHOLEE LAKE ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","CHOLEE LAKE ELEMENTARY SCHOOL",42,22,15,2,0,0,1,82,0.51219512195122,0,0,0,0,0,NA,0.0760667903525046
50,2781,"PALM BEACH","TRADEWINDS MIDDLE SCHOOL",387,131,459,1015,0.38128078817734,0.129064039408867,"PALM BEACH","TRADEWINDS MIDDLE SCHOOL",65,14,54,137,0.474452554744526,"PALM BEACH","TRADEWINDS MIDDLE SCHOOL",24,30,7,0,0,0,0,61,0.39344262295082,0.167958656330749,0.106870229007634,0.134975369458128,0.0610884273231158,0.0329832868726213,-0.0931717665671856,0.0600985221674877
50,2801,"PALM BEACH","PALM BEACH MARITIME ACADEMY",326,191,349,866,0.376443418013857,0.220554272517321,"PALM BEACH","PALM BEACH MARITIME ACADEMY",57,26,48,135,0.422222222222222,"PALM BEACH","PALM BEACH MARITIME ACADEMY",31,4,7,1,0,0,1,44,0.704545454545455,0.174846625766871,0.136125654450262,0.155889145496536,0.0387209713166094,0.0189574802703354,-0.0457788042083654,0.0508083140877598
50,281,"PALM BEACH","SUNSET PALMS ELEMENTARY SCHOOL",66,693,187,996,0.0662650602409639,0.69578313253012,"PALM BEACH","SUNSET PALMS ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","SUNSET PALMS ELEMENTARY SCHOOL",61,3,6,1,0,0,0,71,0.859154929577465,0,0,0,0,0,NA,0.071285140562249
50,2821,"PALM BEACH","OSCEOLA CREEK MIDDLE SCHOOL",81,368,210,659,0.122913505311077,0.558421851289833,"PALM BEACH","OSCEOLA CREEK MIDDLE SCHOOL",14,61,52,135,0.103703703703704,"PALM BEACH","OSCEOLA CREEK MIDDLE SCHOOL",29,7,5,1,0,0,0,42,0.69047619047619,0.172839506172839,0.165760869565217,0.204855842185129,0.00707863660762212,-0.0320163360122895,0.0192098016073737,0.0637329286798179
50,2861,"PALM BEACH","PIERCE HAMMOCK ELEMENTARY",30,283,90,403,0.0744416873449131,0.702233250620347,"PALM BEACH","PIERCE HAMMOCK ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","PIERCE HAMMOCK ELEMENTARY SCHOOL",27,1,5,1,0,0,0,34,0.794117647058823,0,0,0,0,0,NA,0.0843672456575682
50,291,"PALM BEACH","NORTHBORO ELEMENTARY SCHOOL",335,23,361,719,0.465924895688456,0.0319888734353268,"PALM BEACH","NORTHBORO ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","NORTHBORO ELEMENTARY SCHOOL",36,12,4,2,0,0,1,55,0.654545454545455,0,0,0,0,0,NA,0.0764951321279555
50,2911,"PALM BEACH","WESTERN ACADEMY CHARTER SCHOOL",47,252,98,397,0.118387909319899,0.634760705289673,"PALM BEACH","WESTERN ACADEMY CHARTER SCHOOL",2,5,6,14,0.142857142857143,"PALM BEACH","WESTERN ACADEMY CHARTER SCHOOL",28,1,4,0,0,0,0,33,0.848484848484849,0.0425531914893617,0.0198412698412698,0.035264483627204,0.0227119216480919,0.00728870786215767,-0.0244692335372436,0.0831234256926952
50,3251,"PALM BEACH","WEST BOCA RATON HIGH SCHOOL",193,1104,623,2019,0.0955918771669143,0.546805349182764,"PALM BEACH","WEST BOCA RATON HIGH SCHOOL",4,32,34,79,0.0506329113924051,"PALM BEACH","WEST BOCA RATON HIGH SCHOOL",89,7,6,0,1,0,0,103,0.864077669902913,0.0207253886010363,0.0289855072463768,0.0391282813273898,-0.00826011864534054,-0.0184028927263535,0.0449589657745092,0.0510153541357107
50,3261,"PALM BEACH","DIAMOND VIEW ELEMENTARY SCHOOL",233,143,350,755,0.308609271523179,0.189403973509934,"PALM BEACH","DIAMOND VIEW ELEMENTARY SCHOOL",5,1,4,10,0.5,"PALM BEACH","DIAMOND VIEW ELEMENTARY SCHOOL",52,3,8,2,0,0,0,65,0.8,0.0214592274678112,0.00699300699300699,0.0132450331125828,0.0144662204748042,0.00821419435522838,-0.191390728476821,0.0860927152317881
50,3341,"PALM BEACH","EQUESTRIAN TRAILS ELEMENTARY",103,381,173,776,0.132731958762887,0.490979381443299,"PALM BEACH","EQUESTRIAN TRAILS ELEMENTARY",0,0,0,0,NA,"PALM BEACH","EQUESTRIAN TRAILS ELEMENTARY",51,1,5,1,0,0,0,58,0.879310344827586,0,0,0,0,0,NA,0.0747422680412371
50,3345,"PALM BEACH","GULFSTREAM L.I.F.E. ACADEMY",35,22,20,77,0.454545454545455,0.285714285714286,"PALM BEACH","GULFSTREAM L.I.F.E. ACADEMY",0,0,0,0,NA,"PALM BEACH","GULFSTREAM L.I.F.E. ACADEMY",1,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,0.012987012987013
50,3351,"PALM BEACH","GRASSY WATERS ELEMENTARY",430,94,187,711,0.60478199718706,0.132208157524613,"PALM BEACH","GRASSY WATERS ELEMENTARY SCHOOL",10,2,0,13,0.769230769230769,"PALM BEACH","GRASSY WATERS ELEMENTARY SCHOOL",48,7,2,1,0,0,1,59,0.813559322033898,0.0232558139534884,0.0212765957446809,0.0182841068917018,0.00197921820880752,0.00497170706178654,-0.164448772043709,0.0829817158931083
50,3361,"PALM BEACH","ELBRIDGE GALE ELEMENTARY SCHOOL",188,390,357,1012,0.185770750988142,0.385375494071146,"PALM BEACH","ELBRIDGE GALE ELEMENTARY SCHOOL",0,0,0,0,NA,"PALM BEACH","ELBRIDGE GALE ELEMENTARY SCHOOL",50,2,5,0,0,0,1,58,0.862068965517241,0,0,0,0,0,NA,0.0573122529644269
50,3371,"PALM BEACH","EMERALD COVE MIDDLE SCHOOL",222,533,332,1191,0.18639798488665,0.44752308984047,"PALM BEACH","EMERALD COVE MIDDLE SCHOOL",58,47,47,167,0.347305389221557,"PALM BEACH","EMERALD COVE MIDDLE SCHOOL",54,8,5,0,0,0,0,67,0.805970149253731,0.261261261261261,0.0881801125703565,0.140218303946264,0.173081148690905,0.121042957314998,-0.160907404334907,0.056255247691016
50,3381,"PALM BEACH","IMAGINE SCHOOLS CHANCELLOR CAMPUS",222,553,157,932,0.238197424892704,0.593347639484979,"PALM BEACH","IMAGINE SCHOOLS CHANCELLOR CAMPUS",10,5,4,19,0.526315789473684,"PALM BEACH","IMAGINE SCHOOLS CHANCELLOR CAMPUS",50,5,2,0,0,0,1,58,0.862068965517241,0.045045045045045,0.00904159132007233,0.0203862660944206,0.0360034537249727,0.0246587789506244,-0.28811836458098,0.0622317596566524
50,3385,"PALM BEACH","BRIGHT FUTURES ACADEMY",183,137,12,332,0.551204819277108,0.412650602409639,"PALM BEACH","BRIGHT FUTURES ACADEMY",28,19,6,55,0.509090909090909,"PALM BEACH","BRIGHT FUTURES ACADEMY",21,4,3,0,0,0,0,28,0.75,0.153005464480874,0.138686131386861,0.16566265060241,0.014319333094013,-0.0126571861215353,0.0421139101861994,0.0843373493975904
50,3395,"PALM BEACH","JFK MEDICAL CENTER CHARTER",190,72,184,446,0.426008968609865,0.161434977578475,"PALM BEACH","JFK MEDICAL CENTER CHARTER SCHOOL",0,0,0,0,NA,"PALM BEACH","JFK MEDICAL CENTER CHARTER SCHOOL",27,0,3,0,0,0,0,30,0.9,0,0,0,0,0,NA,0.0672645739910314
50,3396,"PALM BEACH","G-STAR SCHOOL OF THE ARTS",145,435,358,990,0.146464646464646,0.439393939393939,"PALM BEACH","G-STAR SCHOOL OF THE ARTS",8,14,13,36,0.222222222222222,"PALM BEACH","G-STAR SCHOOL OF THE ARTS",42,5,13,1,0,0,0,61,0.688524590163934,0.0551724137931034,0.032183908045977,0.0363636363636364,0.0229885057471264,0.0188087774294671,-0.0757575757575757,0.0616161616161616
50,3400,"PALM BEACH","BELIEVERS ACADEMY",66,18,0,84,0.785714285714286,0.214285714285714,"PALM BEACH","BELIEVERS ACADEMY",12,3,4,21,0.571428571428571,"PALM BEACH","BELIEVERS ACADEMY",7,1,1,0,0,0,0,9,0.777777777777778,0.181818181818182,0.166666666666667,0.25,0.0151515151515152,-0.0681818181818182,0.214285714285714,0.107142857142857
50,3401,"PALM BEACH","QUANTUM HIGH SCHOOL",129,49,80,258,0.5,0.189922480620155,"PALM BEACH","QUANTUM HIGH SCHOOL",0,0,0,0,NA,"PALM BEACH","QUANTUM HIGH SCHOOL",2,3,0,0,0,0,0,5,0.4,0,0,0,0,0,NA,0.0193798449612403
