"District..","School..","District.x","School","BlackEnrollment","WhiteEnrollment","HispanicEnrollment","TotalEnrollment","PercentBlack","PercentWhite","District.Name","Discipline.School.Name","BlackStudentsPunished","WhiteStudentsPunished","HispanicStudentsPunished","TotalPunished","BlackStudentsPercentOfPunished","District.y","School.Name","White","Black.or.African.American","Hispanic.Latino","Asian","American.Indian.or.Alaska.Native","Native.Hawaiian.or.Other.Pacific.Islander","Two.or.More.Races","TotalTeachers","PercentWhiteTeachers","PercentOfBlackStudentsPunished","PercentOfWhiteStudentsPunished","PercentOfNonBlackStudentsPunished","PunishmentDisparityBlackVsWhite","PunishmentDisparityBlackVsNonBlack","PunishmentDisproportion","TeacherStudentRatio"
31,291,"INDIAN RIVER","SEBASTIAN RIVER HIGH SCHOOL",202,1020,533,1795,0.112534818941504,0.568245125348189,"INDIAN RIVER","SEBASTIAN RIVER HIGH SCHOOL",73,127,78,289,0.252595155709343,"INDIAN RIVER","SEBASTIAN RIVER HIGH SCHOOL",85,9,5,0,1,0,1,101,0.841584158415842,0.361386138613861,0.124509803921569,0.16100278551532,0.236876334692293,0.200383353098541,-0.140060336767838,0.0562674094707521
31,301,"INDIAN RIVER","LIBERTY MAGNET SCHOOL",62,360,87,509,0.121807465618861,0.707269155206287,"INDIAN RIVER","LIBERTY MAGNET SCHOOL",0,0,0,0,NA,"INDIAN RIVER","LIBERTY MAGNET SCHOOL",29,3,4,0,1,0,0,37,0.783783783783784,0,0,0,0,0,NA,0.0726915520628684
31,31,"INDIAN RIVER","VERO BEACH HIGH SCHOOL",608,1638,482,2883,0.210891432535553,0.568158168574402,"INDIAN RIVER","VERO BEACH HIGH SCHOOL",332,224,74,665,0.499248120300752,"INDIAN RIVER","VERO BEACH HIGH SCHOOL",119,10,9,0,0,0,0,138,0.86231884057971,0.546052631578947,0.136752136752137,0.230662504335761,0.409300494826811,0.315390127243186,-0.288356687765199,0.0478668054110302
31,341,"INDIAN RIVER","TREASURE COAST ELEMENTARY SCHOOL",54,399,120,573,0.0942408376963351,0.696335078534031,"INDIAN RIVER","TREASURE COAST ELEMENTARY SCHOOL",0,0,0,0,NA,"INDIAN RIVER","TREASURE COAST ELEMENTARY SCHOOL",42,2,2,1,0,1,0,48,0.875,0,0,0,0,0,NA,0.0837696335078534
31,371,"INDIAN RIVER","STORM GROVE MIDDLE SCHOOL",118,581,176,909,0.12981298129813,0.639163916391639,"INDIAN RIVER","STORM GROVE MIDDLE SCHOOL",36,64,24,132,0.272727272727273,"INDIAN RIVER","STORM GROVE MIDDLE SCHOOL",37,8,2,1,0,0,0,48,0.770833333333333,0.305084745762712,0.110154905335628,0.145214521452145,0.194929840427084,0.159870224310567,-0.142914291429143,0.0528052805280528
31,41,"INDIAN RIVER","ROSEWOOD MAGNET SCHOOL",48,400,35,483,0.0993788819875776,0.82815734989648,"INDIAN RIVER","ROSEWOOD MAGNET SCHOOL",0,0,0,0,NA,"INDIAN RIVER","ROSEWOOD MAGNET SCHOOL",29,3,2,0,0,0,0,34,0.852941176470588,0,0,0,0,0,NA,0.0703933747412008
31,5003,"INDIAN RIVER","NORTH COUNTY CHARTER SCHOOL",10,222,53,285,0.0350877192982456,0.778947368421053,"INDIAN RIVER","NORTH COUNTY CHARTER SCHOOL",0,0,0,0,NA,"INDIAN RIVER","NORTH COUNTY CHARTER SCHOOL",23,1,0,0,0,0,0,24,0.958333333333333,0,0,0,0,0,NA,0.0842105263157895
31,51,"INDIAN RIVER","OSCEOLA MAGNET SCHOOL",66,342,73,481,0.137214137214137,0.711018711018711,"INDIAN RIVER","OSCEOLA MAGNET SCHOOL",0,0,0,0,NA,"INDIAN RIVER","OSCEOLA MAGNET SCHOOL",34,1,0,0,0,0,0,35,0.971428571428571,0,0,0,0,0,NA,0.0727650727650728
31,61,"INDIAN RIVER","BEACHLAND ELEMENTARY SCHOOL",97,257,49,403,0.240694789081886,0.637717121588089,"INDIAN RIVER","BEACHLAND ELEMENTARY SCHOOL",0,0,0,0,NA,"INDIAN RIVER","BEACHLAND ELEMENTARY SCHOOL",28,0,1,0,0,0,1,30,0.933333333333333,0,0,0,0,0,NA,0.0744416873449131
31,81,"INDIAN RIVER","GIFFORD MIDDLE SCHOOL",252,407,129,822,0.306569343065693,0.495133819951338,"INDIAN RIVER","GIFFORD MIDDLE SCHOOL",159,52,37,262,0.606870229007634,"INDIAN RIVER","GIFFORD MIDDLE SCHOOL",42,3,3,0,0,0,0,48,0.875,0.630952380952381,0.127764127764128,0.318734793187348,0.503188253188253,0.312217587765033,-0.30030088594194,0.0583941605839416
32,121,"JACKSON","MALONE HIGH SCHOOL",155,289,0,444,0.349099099099099,0.650900900900901,"JACKSON","MALONE HIGH SCHOOL",26,17,1,49,0.530612244897959,"JACKSON","MALONE HIGH SCHOOL",32,4,0,0,0,0,1,37,0.864864864864865,0.167741935483871,0.0588235294117647,0.11036036036036,0.108918406072106,0.0573815751235106,-0.18151314579886,0.0833333333333333
32,141,"JACKSON","SNEADS HIGH SCHOOL",77,328,0,405,0.190123456790123,0.809876543209877,"JACKSON","SNEADS HIGH SCHOOL",22,36,1,66,0.333333333333333,"JACKSON","SNEADS HIGH SCHOOL",18,1,1,0,0,0,1,21,0.857142857142857,0.285714285714286,0.109756097560976,0.162962962962963,0.17595818815331,0.122751322751323,-0.14320987654321,0.0518518518518519
32,171,"JACKSON","SNEADS ELEMENTARY SCHOOL",60,313,0,373,0.160857908847185,0.839142091152815,"JACKSON","SNEADS ELEMENTARY SCHOOL",12,14,2,29,0.413793103448276,"JACKSON","SNEADS ELEMENTARY SCHOOL",33,1,0,0,0,0,0,34,0.970588235294118,0.2,0.0447284345047923,0.0777479892761394,0.155271565495208,0.122252010723861,-0.252935194601091,0.0911528150134048
32,181,"JACKSON","GRAND RIDGE SCHOOL",81,430,0,521,0.155470249520154,0.825335892514395,"JACKSON","GRAND RIDGE SCHOOL",63,92,7,174,0.362068965517241,"JACKSON","GRAND RIDGE SCHOOL",37,2,1,0,0,0,0,40,0.925,0.777777777777778,0.213953488372093,0.333973128598848,0.563824289405685,0.443804649178929,-0.206598715997088,0.0767754318618042
32,202,"JACKSON","HOPE SCHOOL",10,35,0,45,0.222222222222222,0.777777777777778,"JACKSON","HOPE SCHOOL",0,0,0,0,NA,"JACKSON","HOPE SCHOOL",14,2,1,0,0,0,0,17,0.823529411764706,0,0,0,0,0,NA,0.377777777777778
32,21,"JACKSON","MARIANNA HIGH SCHOOL",278,430,0,718,0.387186629526462,0.598885793871866,"JACKSON","MARIANNA HIGH SCHOOL",55,47,4,112,0.491071428571429,"JACKSON","MARIANNA HIGH SCHOOL",35,6,0,0,1,0,1,43,0.813953488372093,0.197841726618705,0.109302325581395,0.155988857938719,0.0885394010373097,0.0418528686799864,-0.103884799044966,0.0598885793871866
32,251,"JACKSON","COTTONDALE HIGH SCHOOL",85,324,0,409,0.207823960880196,0.792176039119804,"JACKSON","COTTONDALE HIGH SCHOOL",34,49,0,92,0.369565217391304,"JACKSON","COTTONDALE HIGH SCHOOL",20,4,1,0,0,0,0,25,0.8,0.4,0.151234567901235,0.224938875305623,0.248765432098765,0.175061124694377,-0.161741256511109,0.0611246943765281
32,271,"JACKSON","COTTONDALE ELEMENTARY SCHOOL",24,264,0,288,0.0833333333333333,0.916666666666667,"JACKSON","COTTONDALE ELEMENTARY SCHOOL",6,20,0,29,0.206896551724138,"JACKSON","COTTONDALE ELEMENTARY SCHOOL",24,5,0,0,0,0,1,30,0.8,0.25,0.0757575757575758,0.100694444444444,0.174242424242424,0.149305555555556,-0.123563218390805,0.104166666666667
32,301,"JACKSON","GRACEVILLE ELEMENTARY SCHOOL",129,141,0,270,0.477777777777778,0.522222222222222,"JACKSON","GRACEVILLE ELEMENTARY SCHOOL",31,8,1,41,0.75609756097561,"JACKSON","GRACEVILLE ELEMENTARY SCHOOL",21,4,0,0,0,0,0,25,0.84,0.24031007751938,0.0567375886524823,0.151851851851852,0.183572488866898,0.088458225667528,-0.278319783197832,0.0925925925925926
32,31,"JACKSON","FRANK M. GOLSON ELEM. SCHOOL",289,330,41,704,0.410511363636364,0.46875,"JACKSON","FRANK M. GOLSON ELEMENTARY SCHOOL",34,26,0,62,0.548387096774194,"JACKSON","FRANK M. GOLSON ELEMENTARY SCHOOL",44,4,0,0,0,0,1,49,0.897959183673469,0.117647058823529,0.0787878787878788,0.0880681818181818,0.0388591800356506,0.0295788770053476,-0.13787573313783,0.0696022727272727
32,41,"JACKSON","RIVERSIDE ELEMENTARY SCHOOL",228,328,37,651,0.350230414746544,0.50384024577573,"JACKSON","RIVERSIDE ELEMENTARY SCHOOL",74,28,1,111,0.666666666666667,"JACKSON","RIVERSIDE ELEMENTARY SCHOOL",36,6,0,0,0,1,0,43,0.837209302325581,0.324561403508772,0.0853658536585366,0.170506912442396,0.239195549850235,0.154054491066376,-0.316436251920123,0.0660522273425499
32,491,"JACKSON","GRACEVILLE HIGH SCHOOL",124,146,0,270,0.459259259259259,0.540740740740741,"JACKSON","GRACEVILLE HIGH SCHOOL",33,32,2,73,0.452054794520548,"JACKSON","GRACEVILLE HIGH SCHOOL",21,1,1,0,0,0,0,23,0.91304347826087,0.266129032258065,0.219178082191781,0.27037037037037,0.0469509500662837,-0.00424133811230587,0.00720446473871134,0.0851851851851852
32,61,"JACKSON","MARIANNA MIDDLE SCHOOL",226,337,12,596,0.379194630872483,0.565436241610738,"JACKSON","MARIANNA MIDDLE SCHOOL",114,45,1,173,0.658959537572254,"JACKSON","MARIANNA MIDDLE SCHOOL",32,5,1,0,0,0,0,38,0.842105263157895,0.504424778761062,0.13353115727003,0.290268456375839,0.370893621491032,0.214156322385223,-0.279764906699771,0.063758389261745
33,111,"JEFFERSON","JEFFERSON COUNTY ELEM. SCHOOL",289,41,12,342,0.845029239766082,0.119883040935673,"JEFFERSON","JEFFERSON COUNTY ELEMENTARY SCHOOL",23,1,0,25,0.92,"JEFFERSON","JEFFERSON COUNTY ELEMENTARY SCHOOL",17,12,0,0,0,0,0,29,0.586206896551724,0.0795847750865052,0.024390243902439,0.0730994152046784,0.0551945311840662,0.00648535988182683,-0.0749707602339181,0.0847953216374269
33,21,"JEFFERSON","JEFFERSON COUNTY MIDDLE/HIGH SCHOOL",220,13,14,247,0.890688259109312,0.0526315789473684,"JEFFERSON","JEFFERSON COUNTY MIDDLE/HIGH SCHOOL",112,9,5,129,0.868217054263566,"JEFFERSON","JEFFERSON COUNTY MIDDLE/HIGH SCHOOL",12,9,1,0,0,0,0,22,0.545454545454545,0.509090909090909,0.692307692307692,0.522267206477733,-0.183216783216783,-0.0131762973868238,0.0224712048457458,0.0890688259109312
34,21,"LAFAYETTE","LAFAYETTE HIGH SCHOOL",14,447,123,584,0.023972602739726,0.76541095890411,"LAFAYETTE","LAFAYETTE HIGH SCHOOL",8,35,4,50,0.16,"LAFAYETTE","LAFAYETTE HIGH SCHOOL",34,0,0,0,0,0,0,34,1,0.571428571428571,0.0782997762863535,0.0856164383561644,0.493128795142218,0.485812133072407,-0.136027397260274,0.0582191780821918
34,22,"LAFAYETTE","LAFAYETTE ELEMENTARY SCHOOL",14,423,135,572,0.0244755244755245,0.739510489510489,"LAFAYETTE","LAFAYETTE ELEMENTARY SCHOOL",8,32,8,52,0.153846153846154,"LAFAYETTE","LAFAYETTE ELEMENTARY SCHOOL",37,0,1,0,0,0,0,38,0.973684210526316,0.571428571428571,0.0756501182033097,0.0909090909090909,0.495778453225262,0.48051948051948,-0.129370629370629,0.0664335664335664
35,101,"LAKE","FRUITLAND PARK ELEM. SCHOOL",163,419,78,686,0.237609329446064,0.610787172011662,"LAKE","FRUITLAND PARK ELEMENTARY SCHOOL",45,45,4,105,0.428571428571429,"LAKE","FRUITLAND PARK ELEMENTARY SCHOOL",44,1,3,0,1,0,2,51,0.862745098039216,0.276073619631902,0.107398568019093,0.153061224489796,0.168675051612809,0.123012395142106,-0.190962099125364,0.0743440233236152
35,113,"LAKE","GRAY MIDDLE SCHOOL",92,452,360,954,0.0964360587002096,0.473794549266247,"LAKE","GRAY MIDDLE SCHOOL",25,55,58,147,0.170068027210884,"LAKE","GRAY MIDDLE SCHOOL",46,4,8,2,0,0,1,61,0.754098360655738,0.271739130434783,0.121681415929204,0.154088050314465,0.150057714505579,0.117651080120317,-0.0736319685106747,0.0639412997903564
35,119,"LAKE","THE VILLAGES ELEM OF LADY LAKE",69,490,170,765,0.0901960784313725,0.640522875816993,"LAKE","THE VILLAGES ELEMENTARY OF LADY LAKE SCHOOL",9,9,6,25,0.36,"LAKE","THE VILLAGES ELEMENTARY OF LADY LAKE SCHOOL",55,0,4,0,0,0,0,59,0.932203389830508,0.130434782608696,0.0183673469387755,0.0326797385620915,0.11206743566992,0.0977550440466042,-0.269803921568627,0.077124183006536
35,149,"LAKE","ROUND LAKE ELEMENTARY SCHOOL",97,557,219,896,0.108258928571429,0.621651785714286,"LAKE","ROUND LAKE ELEMENTARY SCHOOL",15,28,10,61,0.245901639344262,"LAKE","ROUND LAKE ELEMENTARY SCHOOL",51,1,6,0,0,0,0,58,0.879310344827586,0.154639175257732,0.0502692998204668,0.0680803571428571,0.104369875437265,0.0865588181148748,-0.137642710772834,0.0647321428571429
35,161,"LAKE","LEESBURG HIGH SCHOOL",448,729,244,1499,0.298865910607071,0.486324216144096,"LAKE","LEESBURG HIGH SCHOOL",233,185,94,550,0.423636363636364,"LAKE","LEESBURG HIGH SCHOOL",59,7,3,0,0,0,3,72,0.819444444444444,0.520089285714286,0.253772290809328,0.366911274182789,0.266316994904958,0.153178011531497,-0.124770453029292,0.048032021347565
35,181,"LAKE","MT. DORA HIGH SCHOOL",154,612,234,1000,0.154,0.612,"LAKE","MT. DORA HIGH SCHOOL",27,37,5,69,0.391304347826087,"LAKE","MT. DORA HIGH SCHOOL",44,3,4,0,0,0,2,53,0.830188679245283,0.175324675324675,0.0604575163398693,0.069,0.114867158984806,0.106324675324675,-0.237304347826087,0.053
35,211,"LAKE","TAVARES HIGH SCHOOL",147,890,211,1286,0.114307931570762,0.692068429237947,"LAKE","TAVARES HIGH SCHOOL",61,138,38,252,0.242063492063492,"LAKE","TAVARES HIGH SCHOOL",51,7,3,0,0,0,0,61,0.836065573770492,0.414965986394558,0.155056179775281,0.195956454121306,0.259909806619277,0.219009532273251,-0.12775556049273,0.0474339035769829
35,213,"LAKE","TAVARES MIDDLE SCHOOL",139,730,178,1096,0.126824817518248,0.666058394160584,"LAKE","TAVARES MIDDLE SCHOOL",74,154,71,317,0.233438485804416,"LAKE","TAVARES MIDDLE SCHOOL",56,3,3,0,0,0,2,64,0.875,0.532374100719424,0.210958904109589,0.289233576642336,0.321415196609835,0.243140524077089,-0.106613668286168,0.0583941605839416
35,241,"LAKE","TREADWAY ELEMENTARY SCHOOL",74,638,168,916,0.0807860262008734,0.696506550218341,"LAKE","TREADWAY ELEMENTARY SCHOOL",21,45,17,91,0.230769230769231,"LAKE","TREADWAY ELEMENTARY SCHOOL",54,1,4,0,0,0,0,59,0.915254237288136,0.283783783783784,0.0705329153605016,0.0993449781659389,0.213250868423282,0.184438805617845,-0.149983204568357,0.064410480349345
35,251,"LAKE","OAK PARK MIDDLE SCHOOL",188,188,75,477,0.394129979035639,0.394129979035639,"LAKE","OAK PARK MIDDLE SCHOOL",179,103,39,354,0.505649717514124,"LAKE","OAK PARK MIDDLE SCHOOL",24,10,0,1,0,0,0,35,0.685714285714286,0.952127659574468,0.547872340425532,0.742138364779874,0.404255319148936,0.209989294794594,-0.111519738478485,0.0733752620545073
35,261,"LAKE","MINNEOLA ELEMENTARY CONVERSION CHARTER SCHOOL",84,589,345,1018,0.0825147347740668,0.578585461689587,"LAKE","MINNEOLA ELEMENTARY CONVERSION CHARTER SCHOOL",5,25,15,46,0.108695652173913,"LAKE","MINNEOLA ELEMENTARY CONVERSION CHARTER SCHOOL",60,2,4,0,0,0,0,66,0.909090909090909,0.0595238095238095,0.0424448217317487,0.0451866404715128,0.0170789877920608,0.0143371690522967,-0.0261809173998462,0.0648330058939096
35,281,"LAKE","LOST LAKE ELEMENTARY SCHOOL",126,483,296,1033,0.121974830590513,0.4675701839303,"LAKE","LOST LAKE ELEMENTARY SCHOOL",9,11,9,36,0.25,"LAKE","LOST LAKE ELEMENTARY SCHOOL",52,3,8,2,0,0,2,67,0.776119402985075,0.0714285714285714,0.0227743271221532,0.0348499515972895,0.0486542443064182,0.036578619831282,-0.128025169409487,0.0648596321393998
35,291,"LAKE","LEESBURG ELEMENTARY SCHOOL",270,267,168,780,0.346153846153846,0.342307692307692,"LAKE","LEESBURG ELEMENTARY SCHOOL",95,47,28,194,0.489690721649485,"LAKE","LEESBURG ELEMENTARY SCHOOL",50,6,2,0,0,0,0,58,0.862068965517241,0.351851851851852,0.176029962546816,0.248717948717949,0.175821889305035,0.103133903133903,-0.143536875495638,0.0743589743589744
35,31,"LAKE","BEVERLY SHORES ELEMENTARY SCHOOL",343,197,63,603,0.568822553897181,0.326699834162521,"LAKE","BEVERLY SHORES ELEMENTARY SCHOOL",117,35,18,181,0.646408839779006,"LAKE","BEVERLY SHORES ELEMENTARY SCHOOL",29,15,5,1,0,0,3,53,0.547169811320755,0.341107871720117,0.177664974619289,0.30016583747927,0.163442897100827,0.0409420342408463,-0.0775862858818248,0.087893864013267
35,351,"LAKE","CARVER MIDDLE SCHOOL",186,412,127,764,0.243455497382199,0.539267015706806,"LAKE","CARVER MIDDLE SCHOOL",68,67,19,166,0.409638554216867,"LAKE","CARVER MIDDLE SCHOOL",41,10,2,0,0,0,3,56,0.732142857142857,0.365591397849462,0.162621359223301,0.217277486910995,0.202970038626161,0.148313910938468,-0.166183056834668,0.0732984293193717
35,382,"LAKE","GROVELAND ELEMENTARY SCHOOL",138,289,257,684,0.201754385964912,0.422514619883041,"LAKE","GROVELAND ELEMENTARY SCHOOL",21,32,25,83,0.253012048192771,"LAKE","GROVELAND ELEMENTARY SCHOOL",41,8,5,0,0,0,0,54,0.759259259259259,0.152173913043478,0.110726643598616,0.121345029239766,0.0414472694448624,0.0308288838037122,-0.0512576622278588,0.0789473684210526
35,401,"LAKE","CLERMONT MIDDLE SCHOOL",116,337,167,668,0.173652694610778,0.504491017964072,"LAKE","CLERMONT MIDDLE SCHOOL",17,23,21,69,0.246376811594203,"LAKE","CLERMONT MIDDLE SCHOOL",36,6,2,0,0,0,0,44,0.818181818181818,0.146551724137931,0.0682492581602374,0.103293413173653,0.0783024659776936,0.0432583109642783,-0.0727241169834245,0.0658682634730539
35,41,"LAKE","CLERMONT ELEMENTARY SCHOOL",126,158,144,428,0.294392523364486,0.369158878504673,"LAKE","CLERMONT ELEMENTARY SCHOOL",16,4,4,27,0.592592592592593,"LAKE","CLERMONT ELEMENTARY SCHOOL",30,6,3,0,0,0,1,40,0.75,0.126984126984127,0.0253164556962025,0.0630841121495327,0.101667671287924,0.0639000148345943,-0.298200069228107,0.0934579439252336
35,411,"LAKE","MT. DORA MIDDLE SCHOOL",91,484,236,852,0.106807511737089,0.568075117370892,"LAKE","MT. DORA MIDDLE SCHOOL",63,87,58,225,0.28,"LAKE","MT. DORA MIDDLE SCHOOL",38,7,3,0,1,0,1,50,0.76,0.692307692307692,0.179752066115702,0.264084507042254,0.51255562619199,0.428223185265439,-0.173192488262911,0.0586854460093897
35,421,"LAKE","RIMES EARLY LEARN & LITERACY",70,89,30,199,0.351758793969849,0.447236180904523,"LAKE","RIMES EARLY LEARNING & LITERACY CENTER",0,0,0,0,NA,"LAKE","RIMES EARLY LEARNING & LITERACY CENTER",15,2,0,0,0,0,0,17,0.882352941176471,0,0,0,0,0,NA,0.085427135678392
35,481,"LAKE","WINDY HILL MIDDLE SCHOOL",176,563,514,1349,0.130467012601927,0.417346182357302,"LAKE","WINDY HILL MIDDLE SCHOOL",75,86,133,306,0.245098039215686,"LAKE","WINDY HILL MIDDLE SCHOOL",60,5,9,0,0,0,1,75,0.8,0.426136363636364,0.152753108348135,0.226834692364715,0.273383255288229,0.199301671271649,-0.114631026613759,0.055596738324685
35,521,"LAKE","TRIANGLE ELEMENTARY SCHOOL",174,291,178,668,0.260479041916168,0.43562874251497,"LAKE","TRIANGLE ELEMENTARY SCHOOL",42,45,10,107,0.392523364485981,"LAKE","TRIANGLE ELEMENTARY SCHOOL",39,2,8,2,0,0,1,52,0.75,0.241379310344828,0.154639175257732,0.160179640718563,0.0867401350870956,0.0811996696262647,-0.132044322569814,0.0778443113772455
35,541,"LAKE","MASCOTTE ELEMENTARY SCHOOL",37,285,444,766,0.0483028720626632,0.372062663185379,"LAKE","MASCOTTE ELEMENTARY SCHOOL",18,14,32,71,0.253521126760563,"LAKE","MASCOTTE ELEMENTARY SCHOOL",42,3,8,0,1,0,1,55,0.763636363636364,0.486486486486487,0.0491228070175439,0.0926892950391645,0.437363679468943,0.393797191447322,-0.2052182546979,0.0718015665796345
35,551,"LAKE","TAVARES ELEMENTARY SCHOOL",183,567,65,851,0.215041128084606,0.666274970622797,"LAKE","TAVARES ELEMENTARY SCHOOL",24,43,10,82,0.292682926829268,"LAKE","TAVARES ELEMENTARY SCHOOL",55,2,1,1,0,0,0,59,0.932203389830508,0.131147540983607,0.0758377425044092,0.0963572267920094,0.0553097984791974,0.0347903141915972,-0.0776417987446619,0.0693301997649824
35,591,"LAKE","PINE RIDGE ELEMENTARY SCHOOL",61,618,110,789,0.0773130544993663,0.783269961977186,"LAKE","PINE RIDGE ELEMENTARY SCHOOL",12,14,2,30,0.4,"LAKE","PINE RIDGE ELEMENTARY SCHOOL",54,2,1,0,0,0,3,60,0.9,0.19672131147541,0.0226537216828479,0.0380228136882129,0.174067589792562,0.158698497787197,-0.322686945500634,0.0760456273764259
35,61,"LAKE","EUSTIS ELEMENTARY SCHOOL",129,250,108,487,0.264887063655031,0.513347022587269,"LAKE","EUSTIS ELEMENTARY SCHOOL",12,14,5,31,0.387096774193548,"LAKE","EUSTIS ELEMENTARY SCHOOL",28,1,2,0,0,0,2,33,0.848484848484849,0.0930232558139535,0.056,0.0636550308008214,0.0370232558139535,0.0293682250131321,-0.122209710538518,0.0677618069815195
35,67,"LAKE","SAWGRASS BAY ELEMENTARY SCHOOL",170,388,677,1293,0.131477184841454,0.300077339520495,"LAKE","SAWGRASS BAY ELEMENTARY SCHOOL",21,18,60,101,0.207920792079208,"LAKE","SAWGRASS BAY ELEMENTARY SCHOOL",73,5,12,1,0,0,0,91,0.802197802197802,0.123529411764706,0.0463917525773196,0.0781129156999227,0.0771376591873863,0.0454164960647832,-0.0764436072377539,0.0703789636504254
35,68,"LAKE","GRASSY LAKE ELEMENTARY SCHOOL",115,513,267,952,0.120798319327731,0.538865546218487,"LAKE","GRASSY LAKE ELEMENTARY SCHOOL",15,17,16,50,0.3,"LAKE","GRASSY LAKE ELEMENTARY SCHOOL",53,5,8,1,0,0,0,67,0.791044776119403,0.130434782608696,0.0331384015594542,0.0525210084033613,0.0972963810492415,0.0779137742053343,-0.179201680672269,0.0703781512605042
35,69,"LAKE","SORRENTO ELEMENTARY",11,501,179,701,0.0156918687589158,0.714693295292439,"LAKE","SORRENTO ELEMENTARY",3,14,3,23,0.130434782608696,"LAKE","SORRENTO ELEMENTARY",48,2,2,0,0,0,1,53,0.905660377358491,0.272727272727273,0.0279441117764471,0.0328102710413695,0.244783160950826,0.239917001685903,-0.11474291384978,0.0756062767475036
35,697,"LAKE","EUSTIS MIDDLE SCHOOL",176,492,203,913,0.192771084337349,0.538882803943045,"LAKE","EUSTIS MIDDLE SCHOOL",109,130,69,322,0.338509316770186,"LAKE","EUSTIS MIDDLE SCHOOL",41,9,3,1,1,0,1,56,0.732142857142857,0.619318181818182,0.264227642276423,0.352683461117196,0.355090539541759,0.266634720700986,-0.145738232432837,0.0613362541073384
35,701,"LAKE","SOUTH LAKE HIGH SCHOOL",248,923,590,1886,0.131495227995758,0.489395546129374,"LAKE","SOUTH LAKE HIGH SCHOOL",46,86,55,197,0.233502538071066,"LAKE","SOUTH LAKE HIGH SCHOOL",79,5,4,1,0,0,2,91,0.868131868131868,0.185483870967742,0.0931744312026002,0.104453870625663,0.0923094397651417,0.0810300003420792,-0.102007310075308,0.0482502651113468
35,71,"LAKE","EUSTIS HEIGHTS ELEM. SCHOOL",202,208,183,603,0.334991708126036,0.344941956882255,"LAKE","EUSTIS HEIGHTS ELEMENTARY SCHOOL",56,22,14,95,0.589473684210526,"LAKE","EUSTIS HEIGHTS ELEMENTARY SCHOOL",41,1,3,0,1,0,1,47,0.872340425531915,0.277227722772277,0.105769230769231,0.157545605306799,0.171458492003046,0.119682117465478,-0.25448197608449,0.0779436152570481
35,80,"LAKE","EAST RIDGE MIDDLE SCHOOL",143,532,277,1090,0.131192660550459,0.488073394495413,"LAKE","EAST RIDGE MIDDLE SCHOOL",86,126,72,333,0.258258258258258,"LAKE","EAST RIDGE MIDDLE SCHOOL",55,5,5,1,0,0,0,66,0.833333333333333,0.601398601398601,0.236842105263158,0.305504587155963,0.364556496135443,0.295894014242638,-0.1270655977078,0.0605504587155963
35,801,"LAKE","EAST RIDGE HIGH SCHOOL",350,1006,818,2374,0.14743049705139,0.423757371524853,"LAKE","EAST RIDGE HIGH SCHOOL",96,113,189,439,0.218678815489749,"LAKE","EAST RIDGE HIGH SCHOOL",76,13,16,1,1,0,3,110,0.690909090909091,0.274285714285714,0.112326043737575,0.184919966301601,0.16195967054814,0.0893657479841136,-0.0712483184383594,0.046335299073294
35,81,"LAKE","EUSTIS HIGH SCHOOL",229,743,226,1238,0.184975767366721,0.60016155088853,"LAKE","EUSTIS HIGH SCHOOL",49,54,19,134,0.365671641791045,"LAKE","EUSTIS HIGH SCHOOL",47,8,4,1,0,0,2,62,0.758064516129032,0.213973799126638,0.072678331090175,0.108239095315024,0.141295468036463,0.105734703811613,-0.180695874424324,0.0500807754442649
35,901,"LAKE","LAKE MINNEOLA HIGH SCHOOL",277,964,422,1833,0.151118385160938,0.525913802509547,"LAKE","LAKE MINNEOLA HIGH SCHOOL",54,74,59,214,0.252336448598131,"LAKE","LAKE MINNEOLA HIGH SCHOOL",64,12,11,3,0,0,1,91,0.703296703296703,0.194945848375451,0.0767634854771784,0.116748499727223,0.118182362898273,0.0781973486482281,-0.101218063437192,0.049645390070922
35,9018,"LAKE","ALEE ACADEMY CHARTER SCHOOL",118,144,39,301,0.39202657807309,0.478405315614618,"LAKE","ALEE ACADEMY CHARTER SCHOOL",33,19,3,58,0.568965517241379,"LAKE","ALEE ACADEMY CHARTER SCHOOL",8,1,1,0,0,0,0,10,0.8,0.279661016949153,0.131944444444444,0.192691029900332,0.147716572504708,0.0869699870488203,-0.17693893916829,0.0332225913621262
35,9031,"LAKE","IMAGINE SCHOOLS AT SOUTH LAKE",101,658,197,956,0.105648535564854,0.688284518828452,"LAKE","IMAGINE SCHOOLS AT SOUTH LAKE",5,7,3,15,0.333333333333333,"LAKE","IMAGINE SCHOOLS AT SOUTH LAKE",36,0,0,0,0,0,0,36,1,0.0495049504950495,0.0106382978723404,0.0156903765690377,0.0388666526227091,0.0338145739260119,-0.22768479776848,0.0376569037656904
36,133,"LEE","CHALLENGER MIDDLE SCHOOL",48,588,368,1038,0.046242774566474,0.566473988439306,"LEE","CHALLENGER MIDDLE SCHOOL",20,96,76,201,0.0995024875621891,"LEE","CHALLENGER MIDDLE SCHOOL",44,4,5,2,0,0,0,55,0.8,0.416666666666667,0.163265306122449,0.19364161849711,0.253401360544218,0.223025048169557,-0.0532597129957151,0.0529865125240848
