Dist #,District,Schl #,School Name,White,Black or African-American,Hispanic/Latino,Asian,American Indian or Alaska Native,Native Hawaiian or Other Pacific Islander,Two or More Races
13,DADE,5047,MATER ACADEMY MIAMI BEACH,8,2,18,0,0,0,0
13,DADE,5048,PINECREST ACADEMY (NORTH CAMPUS),5,0,23,0,0,0,0
13,DADE,5049,PINECREST COVE ACADEMY,9,2,24,0,0,0,0
13,DADE,5051,ERNEST R. GRAHAM K-8 ACADEMY,6,12,62,1,0,0,0
13,DADE,5054,MATER ACADEMY AT MOUNT SINAI,3,0,8,0,0,0,0
13,DADE,5061,DR. CARLOS J. FINLAY ELEMENTARY,1,3,31,0,0,0,0
13,DADE,5062,SOMERSET ACADEMY BAY,3,0,14,0,0,0,0
13,DADE,5081,DR. FREDERICA S. WILSON/SKYWAY ELEMENTARY SCHOOL,2,13,6,1,0,0,0
13,DADE,5091,SOUTH POINTE ELEMENTARY SCHOOL,13,2,18,0,0,0,0
13,DADE,5101,JOHN I. SMITH K-8 CENTER,11,18,74,0,0,0,0
13,DADE,5121,SNAPPER CREEK ELEMENTARY SCHOOL,7,5,30,0,0,0,0
13,DADE,5131,N DADE CENTER FOR MODERN LANGUAGE,6,8,14,0,0,0,0
13,DADE,5141,HUBERT O. SIBLEY K-8 ACADEMY,14,23,9,1,0,0,0
13,DADE,5201,SOUTH HIALEAH ELEMENTARY SCHOOL,7,9,48,0,0,0,0
13,DADE,5241,SOUTH MIAMI K-8 CENTER,10,4,41,0,0,0,0
13,DADE,5281,SOUTH MIAMI HEIGHTS ELEMENTARY,11,2,28,3,0,0,0
13,DADE,5321,SOUTHSIDE ELEMENTARY SCHOOL,8,5,35,2,0,0,0
13,DADE,5361,SPRINGVIEW ELEMENTARY SCHOOL,4,3,23,0,0,0,0
13,DADE,5381,E.W.F. STIRRUP ELEMENTARY SCHOOL,6,7,45,0,0,0,0
13,DADE,5384,IMATER ACADEMY,5,0,35,0,0,0,0
13,DADE,5401,SUNSET ELEMENTARY SCHOOL,19,4,57,1,0,0,0
13,DADE,5410,ALPHA CHARTER OF EXCELLENCE,3,1,13,0,1,0,0
13,DADE,5421,SUNSET PARK ELEMENTARY SCHOOL,10,5,26,1,0,0,0
13,DADE,5431,SWEETWATER ELEMENTARY SCHOOL,5,2,39,0,0,0,0
13,DADE,5441,SYLVANIA HEIGHTS ELEMENTARY SCHOOL,7,2,25,0,0,0,0
13,DADE,5481,TREASURE ISLAND ELEMENTARY SCHOOL,7,8,22,0,0,0,1
13,DADE,5521,TROPICAL ELEMENTARY SCHOOL,9,1,21,0,0,0,0
13,DADE,5561,FRANCES S. TUCKER ELEMENTARY SCHOOL,9,2,14,0,0,1,0
13,DADE,5601,TWIN LAKES ELEMENTARY SCHOOL,4,2,27,1,0,0,0
13,DADE,5641,VILLAGE GREEN ELEMENTARY SCHOOL,1,3,18,0,0,0,0
13,DADE,5671,VINELAND K-8 CENTER,17,8,31,0,0,0,0
13,DADE,5711,MAE M. WALTERS ELEMENTARY SCHOOL,4,2,31,0,0,0,0
13,DADE,5791,WEST HOMESTEAD K-8 CENTER,5,15,23,3,0,0,0
13,DADE,5831,HENRY S. WEST LABORATORY SCHOOL,7,4,12,0,0,0,0
13,DADE,5861,DR. HENRY W. MACK/WEST LITTLE RIVER K-8 CENTER,0,23,7,0,1,0,0
13,DADE,5901,CARRIE P. MEEK/WESTVIEW K-8 CENTER,2,37,7,1,1,0,0
13,DADE,5931,PHYLLIS WHEATLEY ELEMENTARY SCHOOL,0,13,4,0,0,0,0
13,DADE,5951,WHISPERING PINES ELEMENTARY SCHOOL,13,7,16,1,0,0,0
13,DADE,5961,WINSTON PARK K-8 CENTER,21,1,59,1,0,0,0
13,DADE,5971,NATHAN B. YOUNG ELEMENTARY SCHOOL,2,12,5,1,0,0,1
13,DADE,5981,DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL,20,9,22,0,0,0,0
13,DADE,5991,"CHARLES DAVID WYCHE, JR ELEMENTARY SCHOOL",4,21,27,0,1,0,0
13,DADE,6001,HERBERT A. AMMONS MIDDLE SCHOOL,16,10,20,0,0,0,0
13,DADE,6004,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL,4,1,5,0,0,0,0
13,DADE,6006,ARCHIMEDEAN MIDDLE CONSERVATORY,14,0,5,2,0,0,0
13,DADE,6009,MATER EAST ACADEMY MIDDLE SCHOOL,5,0,6,0,0,0,0
13,DADE,6010,FLORIDA INTERNATIONAL ACADEMY,1,10,1,1,0,0,0
13,DADE,6011,GEORGIA JONES AYERS MIDDLE SCHOOL,7,17,7,0,0,0,0
13,DADE,6012,MATER ACADEMY CHARTER MIDDLE,19,5,24,0,0,0,0
13,DADE,6013,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (SOUTH HOMESTEAD),5,3,10,0,0,0,1
13,DADE,6014,IMATER ACADEMY MIDDLE SCHOOL,1,3,22,0,0,0,0
13,DADE,6015,SPORTS LEADERSHIP AND MANAGEMENT (SLAM) CHARTER MIDDLE SCHOOL,9,1,18,0,0,0,0
13,DADE,6018,THE SEED SCHOOL OF MIAMI,6,9,2,0,0,0,0
13,DADE,6020,ASPIRA RAUL ARNALDO MARTINEZ CHARTER SCHOOL,2,11,13,1,0,0,0
13,DADE,6021,ARVIDA MIDDLE SCHOOL,20,3,35,1,0,0,0
13,DADE,6022,PINECREST ACADEMY CHARTER MIDDLE SCHOOL,6,1,16,0,0,0,0
13,DADE,6023,ANDOVER MIDDLE SCHOOL,2,26,3,0,2,0,0
13,DADE,6028,RENAISSANCE MIDDLE CHARTER SCHOOL,8,2,13,1,0,0,0
13,DADE,6030,DORAL ACADEMY CHARTER MIDDLE SCHOOL,19,1,32,0,0,0,0
13,DADE,6031,BROWNSVILLE MIDDLE SCHOOL,5,23,6,0,0,0,0
13,DADE,6033,MATER ACADEMY LAKES MIDDLE SCHOOL,9,2,21,0,0,0,1
13,DADE,6040,DOCTORS CHARTER SCHOOL OF MIAMI SHORES,21,7,5,0,0,0,0
13,DADE,6041,PAUL W. BELL MIDDLE SCHOOL,6,7,17,0,0,0,0
13,DADE,6042,MATER GARDENS ACADEMY MIDDLE SCHOOL,5,0,3,0,0,0,0
13,DADE,6043,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL (COUNTRY PALMS),2,0,0,0,0,0,0
13,DADE,6045,INTERNATIONAL STUDIES CHARTER MIDDLE SCHOOL,5,0,7,0,0,0,0
13,DADE,6047,MATER ACADEMY MIDDLE SCHOOL OF INTERNATIONAL STUDIES,2,0,5,0,0,0,0
13,DADE,6048,MIAMI COMMUNITY CHARTER MIDDLE SCHOOL,2,3,8,0,0,0,0
13,DADE,6051,CAROL CITY MIDDLE SCHOOL,2,18,2,1,0,0,0
13,DADE,6052,MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER,14,1,59,0,0,0,0
13,DADE,6053,SOMERSET ACADEMY CHARTER MIDDLE SCHOOL SOUTH MIAMI CAMPUS,2,1,7,0,0,0,0
13,DADE,6060,ASPIRA LEADERSHIP AND COLLEGE PREPARATORY ACADEMY,8,2,15,0,0,0,0
13,DADE,6070,ASPIRA ARTS DECO CHARTER,3,4,21,0,0,0,0
13,DADE,6071,GEORGE WASHINGTON CARVER MIDDLE SCHOOL,16,5,32,1,0,0,0
13,DADE,6081,CUTLER BAY SENIOR HIGH SCHOOL,9,4,9,0,0,0,0
13,DADE,6082,ACADEMIR CHARTER SCHOOL MIDDLE,2,1,11,0,0,0,0
13,DADE,6083,JUST ARTS AND MANAGEMENT CHARTER MIDDLE SCHOOL,2,0,3,0,0,0,0
13,DADE,6091,CITRUS GROVE MIDDLE SCHOOL,9,12,30,0,0,0,0
13,DADE,6111,CUTLER BAY MIDDLE,13,17,30,0,0,0,0
13,DADE,6121,RUBEN DARIO MIDDLE SCHOOL,5,4,20,0,0,0,0
13,DADE,6128,SOMERSET ACADEMY BAY MIDDLE SCHOOL,1,0,2,0,0,0,0
13,DADE,6161,LAWTON CHILES MIDDLE SCHOOL,10,10,20,0,0,0,0
13,DADE,6171,HENRY H. FILER MIDDLE SCHOOL,4,5,27,1,0,0,1
13,DADE,6211,GLADES MIDDLE SCHOOL,11,6,24,0,0,0,0
13,DADE,6221,HAMMOCKS MIDDLE SCHOOL,9,7,24,0,0,0,0
13,DADE,6231,HIALEAH MIDDLE SCHOOL,8,12,31,1,0,0,0
13,DADE,6241,HIGHLAND OAKS MIDDLE SCHOOL,21,12,13,0,0,0,0
13,DADE,6251,HOMESTEAD MIDDLE SCHOOL,9,22,12,1,0,0,0
13,DADE,6281,THOMAS JEFFERSON MIDDLE SCHOOL,1,19,4,2,2,0,0
13,DADE,6301,JOHN F. KENNEDY MIDDLE SCHOOL,8,29,9,1,0,0,0
13,DADE,6331,KINLOCH PARK MIDDLE SCHOOL,4,7,32,0,0,0,0
13,DADE,6351,LAKE STEVENS MIDDLE SCHOOL,4,20,6,0,0,0,0
13,DADE,6361,JOSE DE DIEGO MIDDLE SCHOOL,5,30,17,0,0,0,0
13,DADE,6391,MADISON MIDDLE SCHOOL,1,19,3,2,1,0,1
13,DADE,6411,HORACE MANN MIDDLE SCHOOL,6,17,6,3,1,0,0
13,DADE,6441,HOWARD D. MCMILLAN MIDDLE SCHOOL,13,3,33,0,0,0,0
13,DADE,6501,MIAMI LAKES MIDDLE SCHOOL,4,12,33,1,0,0,0
13,DADE,6521,MIAMI SPRINGS MIDDLE SCHOOL,7,15,26,2,2,0,0
13,DADE,6541,NAUTILUS MIDDLE SCHOOL,12,11,20,0,0,0,0
13,DADE,6571,NORLAND MIDDLE SCHOOL,3,34,4,2,2,0,0
13,DADE,6591,NORTH DADE MIDDLE SCHOOL,4,29,5,0,0,0,0
13,DADE,6611,COUNTRY CLUB MIDDLE SCHOOL,4,15,15,0,0,0,0
13,DADE,6631,NORTH MIAMI MIDDLE SCHOOL,7,31,14,2,0,0,0
13,DADE,6681,PALM SPRINGS MIDDLE SCHOOL,10,8,41,0,1,0,0
13,DADE,6701,PALMETTO MIDDLE SCHOOL,27,9,15,0,0,0,0
13,DADE,6741,PONCE DE LEON MIDDLE SCHOOL,14,9,34,3,1,0,0
13,DADE,6751,HIALEAH GARDENS MIDDLE SCHOOL,6,6,57,0,0,0,0
13,DADE,6761,REDLAND MIDDLE SCHOOL,5,19,8,0,0,0,0
13,DADE,6771,JORGE MAS CANOSA MIDDLE SCHOOL,18,11,57,2,0,0,0
13,DADE,6781,RICHMOND HEIGHTS MIDDLE SCHOOL,5,18,5,1,0,0,0
13,DADE,6801,RIVIERA MIDDLE SCHOOL,8,4,19,1,0,0,0
13,DADE,6821,ROCKWAY MIDDLE SCHOOL,6,3,38,1,0,0,0
13,DADE,6841,SHENANDOAH MIDDLE SCHOOL,11,9,41,0,1,0,0
13,DADE,6861,SOUTHWOOD MIDDLE SCHOOL,25,16,25,3,0,0,0
13,DADE,6881,SOUTH MIAMI MIDDLE SCHOOL,15,7,22,0,0,0,0
13,DADE,6901,W. R. THOMAS MIDDLE SCHOOL,9,9,38,1,0,0,0
13,DADE,6921,LAMAR LOUISE CURRY MIDDLE SCHOOL,7,3,38,1,0,0,0
13,DADE,6961,WEST MIAMI MIDDLE SCHOOL,7,2,25,0,0,0,0
13,DADE,7005,ITECH@THOMAS A EDISON EDUCATIONAL CENTER,5,3,4,1,0,0,0
13,DADE,7007,INTERNATIONAL STUDIES CHARTER HIGH SCHOOL,9,0,10,1,0,1,0
13,DADE,7008,BIOTECH@RICHMOND HEIGHTS 9-12 HIGH SCHOOL,4,2,14,0,0,0,0
13,DADE,7009,DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY,4,0,2,0,0,0,0
13,DADE,7011,AMERICAN SENIOR HIGH SCHOOL,24,32,34,0,1,0,0
13,DADE,7014,MATER PERFORMING ARTS & ENTERTAINMENT ACADEMY,8,1,5,0,0,0,0
13,DADE,7015,STELLAR LEADERSHIP ACADEMY,0,8,3,0,0,0,0
13,DADE,7016,SPORTS LEADERSHIP OF MIAMI CHARTER HIGH SCHOOL,8,4,10,0,0,0,0
13,DADE,7018,MATER ACADEMY LAKES HIGH SCHOOL,16,1,25,1,0,0,0
13,DADE,7020,DORAL ACADEMY CHARTER HIGH SCHOOL,28,4,38,0,0,0,0
13,DADE,7021,CENTER FOR INTERNATIONAL EDUCATION A CAMBRIDGE ASSOCIATE SCHOOL,3,2,6,0,0,0,0
13,DADE,7022,BRIDGEPREP ACADEMY OF ARTS & MINDS,2,0,17,0,0,0,0
13,DADE,7024,MATER ACADEMY HIGH SCHOOL OF INTERNATIONAL STUDIES,0,0,1,0,0,0,0
13,DADE,7027,PINECREST GLADES PREPARATORY ACADEMY MIDDLE HIGH SCHOOL,0,0,6,0,0,0,0
13,DADE,7029,TERRA ENVIRONMENTAL RESEARCH INSTITUTE,14,4,52,1,0,0,0
13,DADE,7031,MAST@FIU,5,3,5,0,0,0,0
13,DADE,7032,PALM GLADES PREPARATORY ACADEMY HIGH SCHOOL,8,2,7,0,0,0,0
13,DADE,7033,LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL,6,7,5,1,0,0,0
13,DADE,7034,SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH HOMESTEAD),3,0,5,0,0,0,0
13,DADE,7037,MATER ACADEMY EAST CHARTER HIGH SCHOOL,1,0,9,1,0,0,0
13,DADE,7038,SOMERSET ACADEMY CHARTER HIGH SCHOOL (SOUTH CAMPUS),1,0,0,0,0,0,0
13,DADE,7041,SCHOOL FOR ADVANCED STUDIES-WOLFSON,1,0,3,0,0,0,0
13,DADE,7042,SOMERSET ACADEMY CHARTER HIGH SCHOOL,4,0,7,0,0,0,0
13,DADE,7048,ALONZO AND TRACY MOURNING SENIOR HIGH BISCAYNE BAY CAMPUS,30,12,18,0,0,0,1
13,DADE,7049,WESTLAND HIALEAH SENIOR HIGH SCHOOL,10,9,55,4,0,0,0
13,DADE,7050,KEYS GATE CHARTER HIGH SCHOOL,19,10,25,1,0,0,1
13,DADE,7051,G. HOLMES BRADDOCK SENIOR HIGH,29,4,111,3,0,0,0
13,DADE,7053,PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL,3,0,12,0,0,0,0
13,DADE,7055,YOUNG WOMENS PREPARATORY ACADEMY,5,5,12,1,0,0,0
13,DADE,7056,YOUNG MEN'S PREPARATORY ACADEMY,1,5,9,0,0,0,0
13,DADE,7058,MIAMI COMMUNITY CHARTER HIGH SCHOOL,6,2,5,3,0,0,0
13,DADE,7059,MIAMI ARTS CHARTER,34,6,33,0,0,0,1
13,DADE,7060,EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL,9,2,11,2,0,0,0
13,DADE,7061,SCHOOL FOR ADVANCED STUDIES NORTH,3,0,0,0,0,0,0
13,DADE,7062,MAVERICKS HIGH OF NORTH MIAMI DADE COUNTY,1,10,5,1,0,0,0
13,DADE,7065,MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,6,5,6,0,0,0,0
13,DADE,7066,LATIN BUILDERS ASSOCIATION CONSTRUCTION AND BUSINESS MANAGEMENT ACADEMY,1,2,5,0,0,0,0
13,DADE,7067,GREEN SPRINGS HIGH SCHOOL,1,1,5,0,0,0,0
13,DADE,7068,NORTH GARDENS HIGH SCHOOL,0,2,5,0,0,0,0
13,DADE,7069,NORTH PARK HIGH SCHOOL,0,3,3,1,0,0,0
13,DADE,7070,YOUTH CO-OP PREPARATORY HIGH SCHOOL,2,1,9,0,0,0,0
13,DADE,7071,CORAL GABLES SENIOR HIGH SCHOOL,35,20,87,0,0,0,0
13,DADE,7072,CORAL GABLES SENIOR HIGH ADULT EDUCATION,1,0,0,0,0,0,0
13,DADE,7080,CHARTER HIGH SCHOOL OF THE AMERICAS,0,0,4,0,0,0,0
13,DADE,7081,DESIGN & ARCHITECTURE SENIOR HIGH,18,3,11,0,0,0,0
13,DADE,7090,IMATER PREPARATORY ACADEMY HIGH SCHOOL,11,0,16,0,0,0,0
13,DADE,7091,SCHOOL FOR ADVANCED STUDIES - SOUTH,5,1,7,0,0,0,0
13,DADE,7101,CORAL REEF SENIOR HIGH SCHOOL,47,21,61,3,0,0,1
13,DADE,7111,HIALEAH SENIOR HIGH SCHOOL,28,15,70,2,0,0,0
13,DADE,7121,JOHN A. FERGUSON SENIOR HIGH,38,14,123,3,0,0,0
13,DADE,7131,HIALEAH-MIAMI LAKES SENIOR HIGH,18,16,52,1,0,0,0
13,DADE,7141,DR. MICHAEL M. KROP SENIOR HIGH,45,34,25,1,1,0,0
13,DADE,7151,HOMESTEAD SENIOR HIGH SCHOOL,24,29,46,3,0,0,1
13,DADE,7160,MATER ACADEMY CHARTER HIGH,28,5,36,0,0,0,1
13,DADE,7161,MAST ACADEMY,34,5,29,0,2,0,0
13,DADE,7171,MEDICAL ACADEMY FOR SCIENCE AND TECHNOLOGY (M.A.S.T.) @ HOMESTEAD,8,4,14,1,0,0,0
13,DADE,7191,HIALEAH GARDENS SENIOR HIGH SCHOOL,17,14,70,4,0,2,0
13,DADE,7201,MIAMI BEACH SENIOR HIGH SCHOOL,38,20,42,1,2,0,1
13,DADE,7231,MIAMI CAROL CITY SENIOR HIGH,10,47,12,6,0,1,0
13,DADE,7241,RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL,14,8,58,3,0,0,0
13,DADE,7251,MIAMI CENTRAL SENIOR HIGH SCHOOL,13,78,17,1,1,0,0
13,DADE,7261,SCHOOL FOR ADVANCED STUDIES,0,1,2,0,0,0,0
13,DADE,7262,CITY OF HIALEAH EDUCATION ACADEMY,7,2,18,1,0,0,0
13,DADE,7265,ARCHIMEDEAN UPPER CONSERVATORY,9,0,8,3,0,0,0
13,DADE,7271,MIAMI CORAL PARK SENIOR HIGH,22,7,89,2,1,0,0
13,DADE,7291,JOSE MARTI MAST 6-12 ACADEMY,6,8,25,1,0,0,0
13,DADE,7301,MIAMI EDISON SENIOR HIGH SCHOOL,11,28,13,2,1,0,0
13,DADE,7341,MIAMI JACKSON SENIOR HIGH SCHOOL,10,41,25,2,4,0,0
13,DADE,7351,ARTHUR AND POLLY MAYS CONSERVATORY OF THE ARTS,9,19,8,0,0,0,0
13,DADE,7361,MIAMI KILLIAN SENIOR HIGH SCHOOL,39,14,29,0,0,0,0
13,DADE,7371,ROBERT MORGAN EDUCATIONAL CENTER,25,25,31,5,1,0,0
13,DADE,7381,MIAMI NORLAND SENIOR HIGH SCHOOL,14,62,14,3,0,0,1
13,DADE,7391,MIAMI LAKES EDUCATIONAL CENTER,14,20,25,0,0,0,0
13,DADE,7411,MIAMI NORTHWESTERN SENIOR HIGH,14,55,16,1,4,0,0
13,DADE,7431,MIAMI PALMETTO SENIOR HIGH SCHOOL,48,11,44,2,0,0,0
13,DADE,7461,MIAMI SENIOR HIGH SCHOOL,21,12,101,2,1,0,0
13,DADE,7511,MIAMI SPRINGS SENIOR HIGH SCHOOL,15,10,49,0,0,0,0
13,DADE,7531,MIAMI SUNSET SENIOR HIGH SCHOOL,19,11,37,1,1,0,1
13,DADE,7541,NORTH MIAMI BEACH SENIOR HIGH,23,39,18,2,0,0,0
13,DADE,7551,SCHOOL FOR ADVANCED STUDIES HOMESTEAD,2,0,1,0,0,0,0
13,DADE,7571,INTERNATIONAL STUDIES PREPARATORY ACADEMY,5,2,14,0,0,0,0
13,DADE,7581,I PREPARATORY ACADEMY,13,3,27,2,0,0,1
13,DADE,7591,NORTH MIAMI SENIOR HIGH SCHOOL,19,77,26,4,1,0,1
13,DADE,7601,WILLIAM H. TURNER TECHNICAL ARTS HIGH SCHOOL,13,29,25,1,1,0,0
13,DADE,7631,MIAMI MACARTHUR SOUTH,7,9,4,1,0,0,0
13,DADE,7701,SOUTH DADE SENIOR HIGH SCHOOL,44,28,68,3,0,0,0
13,DADE,7702,SOUTH DADE TECHNICAL COLLEGE,2,4,6,0,0,0,0
13,DADE,7721,SOUTH MIAMI SENIOR HIGH SCHOOL,23,14,69,0,0,0,0
13,DADE,7731,MIAMI SOUTHRIDGE SENIOR HIGH,27,37,30,1,1,0,1
13,DADE,7741,SOUTHWEST MIAMI SENIOR HIGH,30,10,81,2,0,0,0
13,DADE,7751,BARBARA GOLEMAN SENIOR HIGH,25,12,39,0,0,0,0
13,DADE,7781,FELIX VARELA SENIOR HIGH SCHOOL,24,13,78,0,0,0,0
13,DADE,7791,BOOKER T. WASHINGTON SENIOR HIGH,9,42,15,2,2,0,0
13,DADE,7801,GEORGE T. BAKER AVIATION TECHNICAL COLLEGE,12,3,16,0,0,0,0
13,DADE,7841,THE ENGLISH CENTER,1,2,11,0,0,0,0
13,DADE,7901,NEW WORLD SCHOOL OF THE ARTS,11,6,14,0,0,0,0
13,DADE,8005,LINDSEY HOPKINS TECHNICAL COLLEGE,6,9,6,1,0,0,0
13,DADE,8017,ALTERNATIVE OUTREACH PROGRAM,19,26,16,1,1,0,0
13,DADE,8019,ACADEMY FOR COMMUNITY EDUCATION (ACE),3,5,1,0,0,0,0
13,DADE,8101,JAN MANN OPPORTUNITY SCHOOL,0,17,2,0,1,0,0
13,DADE,8121,COPE CENTER NORTH,1,8,2,0,0,0,0
13,DADE,8131,DOROTHY M. WALLACE COPE CENTER,3,8,1,0,0,0,0
13,DADE,8139,D.A. DORSEY TECHNICAL COLLEGE,1,3,2,0,0,0,0
13,DADE,8141,JUVENILE JUSTICE CENTER ALT ED,3,8,0,1,0,0,0
13,DADE,8151,ROBERT RENICK EDUCATION CENTER,3,14,1,0,0,0,0
13,DADE,8181,RUTH OWENS KRUSE EDUCATION CENTER,12,9,17,1,0,0,1
13,DADE,8901,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE,12,5,6,1,0,0,0
13,DADE,8911,ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE,10,6,12,1,0,0,0
13,DADE,9001,DADE DISTRICT OFFICE,163,51,188,2,1,0,0
14,DESOTO,0022,DESOTO COUNTY ADULT EDUCATION CENTER,5,0,0,0,0,0,0
14,DESOTO,0031,DESOTO COUNTY HIGH SCHOOL,54,5,5,2,1,0,0
14,DESOTO,0061,WEST ELEMENTARY SCHOOL,45,0,5,0,0,0,2
14,DESOTO,0081,MEMORIAL ELEMENTARY SCHOOL,54,2,3,0,1,0,1
14,DESOTO,0161,DESOTO MIDDLE SCHOOL,48,3,3,2,0,0,1
14,DESOTO,0181,NOCATEE ELEMENTARY SCHOOL,33,0,0,1,1,0,0
14,DESOTO,0191,SPRING LAKE YOUTH ACADEMY,2,0,0,0,0,0,0
14,DESOTO,0291,DESOTO ALTERNATIVE PROGRAM,0,1,0,0,0,0,0
14,DESOTO,0341,EARLY EDUCATION CENTER,2,1,0,0,0,0,0
14,DESOTO,9001,DESOTO DISTRICT OFFICE,4,0,0,0,0,0,0
15,DIXIE,0021,DIXIE COUNTY HIGH SCHOOL,26,0,1,1,0,0,0
15,DIXIE,0041,OLD TOWN ELEMENTARY SCHOOL,31,1,0,0,0,0,0
15,DIXIE,0043,KINDER CUB SCHOOL INC,4,0,0,1,0,0,0
15,DIXIE,0101,JAMES M. ANDERSON ELEMENTARY SCHOOL,29,0,0,0,0,0,0
15,DIXIE,0111,RUTH RAINS MIDDLE SCHOOL,24,1,0,0,0,0,0
15,DIXIE,9001,DIXIE DISTRICT OFFICE,2,0,0,0,0,0,0
16,DUVAL,0061,MATTIE V RUTHERFORD ALT ED CENTER,6,14,0,1,0,0,0
16,DUVAL,0121,WEST RIVERSIDE ELEMENTARY SCHOOL,13,4,8,0,0,0,0
16,DUVAL,0141,GRAND PARK CAREER CENTER,2,19,3,1,0,0,0
16,DUVAL,0151,BRENTWOOD ELEMENTARY SCHOOL,10,14,1,2,0,0,0
16,DUVAL,0161,ORTEGA ELEMENTARY SCHOOL,19,4,1,0,0,0,0
16,DUVAL,0181,CENTRAL RIVERSIDE ELEMENTARY SCHOOL,16,8,1,0,0,0,2
16,DUVAL,0191,RUTH N. UPSON ELEMENTARY SCHOOL,23,3,1,0,0,0,1
16,DUVAL,0201,FISHWEIR ELEMENTARY SCHOOL,21,6,0,1,0,0,0
16,DUVAL,0211,ANNIE R. MORGAN ELEMENTARY SCHOOL,14,9,2,0,0,0,2
16,DUVAL,0251,KIRBY-SMITH MIDDLE SCHOOL,21,22,4,0,1,0,0
16,DUVAL,0261,ESE PRE KINDERGARTEN DISABILITIES CENTER,7,3,1,0,0,0,0
16,DUVAL,0271,GRASP ACADEMY,32,3,1,0,0,0,0
16,DUVAL,0281,OAK HILL ACADEMY,15,2,1,0,0,0,1
16,DUVAL,0291,THE BRIDGE,14,49,1,1,0,0,1
16,DUVAL,0301,LORETTO ELEMENTARY SCHOOL,61,5,0,0,1,0,1
16,DUVAL,0311,JULIA LANDON COLLEGE PREPARATORY & LEADERSHIP DEVELOPMENT SCHOOL,28,7,2,0,0,0,0
16,DUVAL,0321,MARINE SCIENCE EDUCATION CENTER,2,0,0,0,0,0,1
16,DUVAL,0331,ROBERT E. LEE HIGH SCHOOL,57,23,5,1,0,1,5
16,DUVAL,0351,ANDREW JACKSON HIGH SCHOOL,12,20,1,2,0,0,2
16,DUVAL,0371,HENRY F. KITE ELEMENTARY SCHOOL,7,10,0,0,0,0,0
16,DUVAL,0381,BALDWIN MIDDLE-SENIOR HIGH SCHOOL,42,12,4,1,1,0,0
16,DUVAL,0391,GATEWAY COMMUNITY SERVICES,1,2,0,0,0,0,0
16,DUVAL,0411,DUVAL ACADEMY,1,3,0,0,0,0,0
16,DUVAL,0431,IMPACT HALFWAY HOUSE,1,3,0,0,0,0,0
16,DUVAL,0451,DINSMORE ELEMENTARY SCHOOL,29,4,0,0,0,0,0
16,DUVAL,0461,ARLINGTON ELEMENTARY SCHOOL,10,7,0,1,0,0,1
16,DUVAL,0481,THOMAS JEFFERSON ELEMENTARY,21,8,2,0,0,0,2
16,DUVAL,0491,DUVAL REGIONAL JUVENILE DETENTION CENTER,5,2,0,0,0,0,0
16,DUVAL,0511,WHITEHOUSE ELEMENTARY SCHOOL,29,3,0,0,0,0,1
16,DUVAL,0581,R L BROWN GIFTED AND TALENTED ACADEMY,17,4,0,1,0,0,0
16,DUVAL,0591,GARDEN CITY ELEMENTARY SCHOOL,14,15,0,0,0,0,0
16,DUVAL,0621,OCEANWAY SCHOOL,33,17,2,1,0,0,1
16,DUVAL,0631,DUNCAN U. FLETCHER MIDDLE SCHOOL,57,6,1,1,0,0,1
16,DUVAL,0641,HOGAN-SPRING GLEN ELEMENTARY SCHOOL,16,5,1,0,0,0,2
16,DUVAL,0651,ATLANTIC BEACH ELEMENTARY SCHOOL,31,2,0,0,0,0,0
16,DUVAL,0661,ALFRED I. DUPONT MIDDLE SCHOOL,25,14,5,1,0,0,0
16,DUVAL,0681,VENETIA ELEMENTARY SCHOOL,22,5,2,0,0,0,0
16,DUVAL,0691,LAKE SHORE MIDDLE SCHOOL,48,22,3,0,0,0,2
16,DUVAL,0701,NORTH SHORE ELEMENTARY,14,30,2,0,0,0,0
16,DUVAL,0711,HENDRICKS AVENUE ELEMENTARY SCHOOL,39,4,1,0,0,0,0
16,DUVAL,0721,SPRING PARK ELEMENTARY SCHOOL,23,8,1,0,0,0,1
16,DUVAL,0731,JOHN LOVE ELEMENTARY SCHOOL,5,11,3,0,0,0,0
16,DUVAL,0741,LAKE FOREST ELEMENTARY SCHOOL,16,9,2,0,0,0,1
16,DUVAL,0751,PAXON SCHOOL/ADVANCED STUDIES,48,12,10,4,0,0,1
16,DUVAL,0761,SOUTHSIDE ESTATES ELEMENTARY SCHOOL,24,11,6,0,0,0,1
16,DUVAL,0771,HYDE PARK ELEMENTARY SCHOOL,16,6,0,0,0,0,0
